"","term","E","P","A","instcodes"
"412","serve",1.055,0.635,0.485," 10 110100010 100"
"413","sexually_arouse",2.325,2.545,1.79," 10 000000001 101"
"414","sexually_proposition",-0.05,0.845,0.5," 10 000000001 000"
"415","shake_hands_with",1.865,1.45,0.415," 10 111100000 000"
"416","share_something_with",2.5,1.775,0.55," 10 100000011 000"
"417","shoot",-3.355,0.735,1.03," 10 001000000 101"
"418","short_change",-2.525,-0.52,-0.415," 10 010000000 000"
"419","shout_at",-1.46,0.88,1.895," 10 111111111 000"
"420","shove",-2.33,0.41,1.185," 10 101000000 001"
"421","show_something_to",1.46,1.07,0.555," 10 111111111 000"
"422","shush",-0.685,0.15,-0.195," 10 111111111 000"
"423","silence",-0.885,0.995,-0.155," 10 111111111 000"
"424","sing_to",1.82,1.34,0.99," 10 000000001 100"
"425","sit_next_to",1.14,0.315,-0.21," 10 111111111 000"
"426","slap",-2.28,0.66,1.55," 10 101000011 001"
"427","sleep_with",1.77,1.625,0.91," 10 000000001 001"
"428","slug",-1.945,1.1,1.835," 10 101000000 001"
"429","smile_at",2.64,1.935,0.58," 10 111111111 000"
"430","smirk_at",-0.635,0.615,0.225," 10 111111111 000"
"431","snarl_at",-1.985,0.15,0.625," 10 111111111 000"
"432","sneer_at",-1.79,-0.685,-0.315," 10 111110011 000"
"433","snuggle",2.935,1.115,-1.18," 10 000000011 001"
"434","sock",-1.605,0.925,1.295," 10 101000000 001"
"435","soothe",2.595,1.42,-0.69," 10 111111111 100"
"436","sound_out",-0.31,0.325,0.425," 10 111111111 000"
"437","spank",-1.175,0.645,1.27," 10 000000011 001"
"438","speak_to",2.03,1.225,0.885," 10 111111111 000"
"439","squeeze",1.11,1.215,0.575," 10 100001011 001"
"440","stab",-3.35,0.83,1.405," 10 101000000 001"
"441","stammer_at",-1.035,-0.4,-0.075," 10 111011011 000"
"442","stare_at",-0.94,0.005,-1.38," 10 101011011 000"
"443","stare_down",-1.155,1.2,-0.43," 10 101110010 000"
"444","steal_from",-3.065,-0.93,-0.94," 01 011100010 000"
"445","stop",0.185,1.23,0.78," 10 111111111 100"
"446","strangle",-2.975,0.435,0.095," 10 101000000 001"
"447","strip",-0.86,0.745,0.88," 10 001001001 101"
"448","stroke",0.88,0.835,-0.24," 10 000001011 101"
"449","study",1,0.665,-0.91," 01 111111111 000"
"450","subdue",-0.67,0.84,0.26," 10 001101010 001"
"451","submit_to",-1.14,-1.305,-1.115," 10 001101011 000"
"452","suck_up_to",-1.245,-0.87,0.04," 01 111111111 000"
"453","sue",-0.8,0.925,0.92," 10 011000000 010"
"454","suggest_something_to",1.615,1.4,0.575," 10 111111111 000"
"455","supervise",1.29,1.635,0.86," 10 111111110 010"
"456","surprise",2.36,1.875,2.05," 10 111111111 000"
