"","term","E","P","A","instcodes"
"105","news_stand",0.69,-0.21,0.54," 10 010000000 000"
"106","office",0.26,0.45,0.11," 10 011011100 100"
"107","outdoors",1.55,1.21,1.52," 10 100000000 100"
"108","paddywagon",0.16,0.37,0.63," 10 001000000 001"
"109","palace",1.15,1.35,-0.67," 10 000100010 000"
"110","parade",1.41,0.8,1.61," 11 100100000 000"
"111","parlor",0.42,0.84,0.69," 10 000000010 100"
"112","party",1.3,1.17,1.57," 01 100000001 000"
"113","pilgrimage",0.84,1.13,0.31," 01 000000100 000"
"114","ping_pong_tournament",1.28,0.74,1.65," 11 100000000 000"
"115","planetarium",1.49,1.21,-0.05," 10 000010000 000"
"116","pool_hall",1.24,0.76,1.72," 10 010000000 000"
"117","preparatory_school",-0.61,-0.01,-0.64," 10 000010000 000"
"118","press_conference",0.34,0.76,0.99," 01 011100000 000"
"119","prison",-1.43,0.4,-1.39," 10 001000000 100"
"120","pub",0.91,0.54,0.77," 10 100000000 000"
"121","reformatory",-0.11,-0.04,-0.04," 10 001000000 000"
"122","refuse_station",-1.4,0.18,-1," 10 100000000 000"
"123","repair_shop",0.39,0.4,0.15," 10 010000000 100"
"124","restaurant_(japanese)",0.54,0.58,0.92," 10 010000000 000"
"125","sermon",-0.26,0.22,-0.33," 01 000000100 000"
"126","shanty",-0.7,-0.6,-0.34," 10 100000000 100"
"127","ship",0.53,0.53,0.71," 10 010000000 000"
"128","shopping_center",1.06,1.28,1.39," 10 010000000 100"
"129","sidewalk",0.46,0.22,0.56," 10 100000000 100"
"130","siesta",1.02,0.41,-0.38," 01 100000000 100"
"131","slaughterhouse",-0.79,0.83,-0.18," 10 010000000 000"
"132","spa",1.19,0.88,1.32," 10 010000000 000"
"133","sports_field",1.65,1.17,1.78," 10 100010000 000"
"134","stage",1.16,0.91,1.47," 10 000010000 000"
"135","student_union",1.13,0.66,1.6," 10 000010000 000"
"136","subsidiary",0.81,0.01,0.54," 10 010000000 000"
"137","suburb",1.11,0.81,0.61," 10 100000000 100"
"138","subway",1.1,1.12,0.85," 10 100000000 100"
"139","tenement",-0.21,-0.02,0.34," 10 000000010 100"
"140","textile_mill",0.01,0.08,-0.04," 10 010000000 000"
"141","train",0.71,1.34,0.88," 10 110000000 100"
"142","train_station",0.26,1.22,1.26," 10 010000000 000"
"143","university",1.21,1.61,1.55," 10 000010000 000"
"144","village",0.85,-0.2,0.11," 10 100000000 000"
"145","waiting_room",-0.29,-0.34,-0.96," 10 001001000 100"
"146","warehouse",-0.36,0.39,-0.82," 10 010000000 000"
"147","wedding",1.88,0.89,1.63," 01 000000111 000"
"148","welfare_office",0.75,0.57,0.34," 10 001000000 000"
"149","whorehouse",-0.39,0.03,1.01," 10 010000001 001"
"150","wilderness",-0.59,0.67,-1.39," 10 100000000 100"
