"","term","E","P","A","instcodes"
"163","hospital",1.305,1.77,-0.83," 10 000001000 001"
"164","hostel",0.35,-0.1,0.84," 10 010000000 000"
"165","hotel",0.755,0.49,0.215," 10 010000000 000"
"166","house",1.875,0.995,-0.045," 10 100000010 000"
"167","infirmary",0.59,0.77,0.215," 10 000011000 001"
"168","interrogation",-0.895,1.42,0.785," 01 001000000 000"
"169","interview",0.69,0.705,0.245," 01 011011100 000"
"170","jail",-1.48,1.28,-0.2," 10 001000000 000"
"171","journey",1.675,1.04,1.255," 01 100000000 100"
"172","judge's_chamber",0.625,1.67,-1.22," 10 001000000 000"
"173","junior_college",0.59,-0.12,0.915," 10 000010000 000"
"174","junkyard",-0.81,-0.435,-0.32," 10 010000000 100"
"175","juvenile_court",-0.66,1.35,0.335," 10 001000000 000"
"176","kindergarten",1.895,0.06,2.31," 10 000010000 000"
"177","kitchen",1.845,0.625,-0.04," 10 000000010 100"
"178","laboratory",0.875,1.28,-0.12," 10 010011000 100"
"179","lane",1.095,-0.275,-0.575," 10 100000000 100"
"180","laundromat",0.015,-0.515,0.54," 10 010000000 100"
"181","lawyers_office",0.595,1.5,-0.425," 10 001000000 000"
"182","lecture",0.54,0.88,-0.305," 01 000010000 000"
"183","legislature",0.825,2.32,-0.165," 10 000100000 000"
"184","lesson",1.14,1.05,-0.25," 01 100010000 000"
"185","library",1.96,1.415,-1.64," 10 100010000 100"
"186","living_room",1.525,0.28,-0.185," 10 000000010 100"
"187","locker_room",0.23,0.52,1.42," 10 100010000 000"
"188","lovers_lane",1.38,0.61,0.61," 10 000000001 001"
"189","lumberyard",0.65,0.72,0.685," 10 010000000 000"
"190","luncheon",0.81,0.05,-0.235," 01 110110000 000"
"191","luncheonette",0.615,-0.5,0.615," 10 010000000 000"
"192","machine_shop",0.635,0.88,0.925," 10 010000000 100"
"193","mall",0.9,1.145,1.445," 10 110000010 000"
"194","mansion",1,2.105,-1.015," 10 000000010 000"
"195","market",0.975,0.63,0.87," 11 010000000 000"
"196","marriage_counselor's_office",0.53,0.78,0.045," 11 000000101 100"
"197","mass",1.405,1.33,-0.67," 01 000000100 000"
"198","massage_parlor",-0.43,0.025,0.915," 10 010000001 001"
"199","maternity_ward",1.925,0.64,0.64," 10 000001010 000"
"200","maternity_ward",1.75,0.675,0.66," 10 000001010 000"
"201","mealtime",2.23,0.835,0.255," 01 100000010 100"
"202","memorial_service",0.38,0.485,-1.27," 01 100000100 000"
"203","military_school",0.08,1.75,0.435," 10 000010000 000"
"204","mob",-1.345,2.045,1.945," 01 100000000 001"
"205","mobile_home",-0.61,-0.76,0.095," 10 000000010 100"
"206","monastery",0.875,0.75,-1.635," 10 000000100 100"
"207","morgue",-1.155,0.105,-1.83," 10 001001000 000"
"208","mortuary",-1.16,0.2,-1.945," 10 010000100 000"
"209","motel",1.01,0.015,0.19," 10 010000010 100"
"210","movie",1.36,0.64,0.855," 11 010000000 100"
"211","museum",1.875,0.685,-1.315," 10 100010000 100"
"212","music_lesson",1.23,0.3,0.00499999999999999," 01 010010000 000"
"213","new_year's_eve",1.875,1.195,2.315," 01 100000000 000"
"214","news_stand",1.02,0.51,1.02," 10 010000000 000"
"215","nightclub",1.115,0.615,1.78," 10 010000001 000"
"216","nursery_school",1.585,-0.11,2.345," 10 000010000 001"
"217","nursing_home",0.155,0.075,-2.18," 10 010001000 101"
"218","office",0.875,1.11,0.2," 10 011011100 100"
"219","opera",0.86,0.525,-0.035," 11 010010000 000"
"220","orgy",-0.99,0.475,1.69," 01 000000001 001"
"221","outdoors",2.87,2.405,-0.025," 10 100000000 100"
"222","packing_plant",-0.005,0.275,0.915," 10 010000000 000"
"223","paddywagon",-0.605,1.025,0.2," 10 001000000 001"
"224","palace",1.445,1.9,-0.645," 10 000100010 000"
"225","pantry",1.225,-0.34,-0.64," 10 000000010 100"
"226","parade",1.57,0.77,1.89," 11 100100000 000"
"227","park",2.23,0.13,-0.51," 10 100000000 100"
"228","parking_lot",0.18,-0.035,0.515," 10 100000000 100"
"229","parlor",0.86,-0.26,-1.04," 10 000000010 100"
"230","party",2.385,0.835,2.34," 01 100000001 000"
