"","term","E","P","A"
"1","chat",2.45,1.53,1.5
"2","crosspost",-0.01,0.49,0.65
"3","cybersex",-1.1,-0.45,0.32
"4","email",3.41,2.79,2.05
"5","flame",-2.19,0.01,1.26
"6","flamebait",-2.19,-0.4,0.61
"7","ignore",-0.63,0.73,-0.41
"8","mailbomb",-3.19,0.24,1.06
"9","post",2.15,1.67,1.18
"10","shout",-1.45,0.01,1.3
"11","spam",-3.2,0.14,1.39
"12","surf_the_web",2.82,2.36,1.68
