"","term","E","P","A","instcodes"
"176","grouch",-1.62,-0.63,-1.5," 11 100000000 000"
"177","grown_up",1.17,1.64,-0.74," 11 000000010 000"
"178","guest",1.62,-0.06,0.2," 11 100000010 000"
"179","half_sister",0.63,-0.22,0.85," 01 000000010 000"
"180","handicapped_person",0.43,-1.1,-1.06," 11 001001000 000"
"181","he_man",0.58,1.33,0.89," 10 100000000 000"
"182","head_of_department",0.56,1.31,-0.36," 11 010100000 000"
"183","headwaiter",1.01,0.36,0.83," 10 010000000 000"
"184","heel",-1.03,-0.64,-0.17," 11 100000000 000"
"185","hermit",-0.36,-1.25,-1.59," 11 100000000 000"
"186","hero",2.54,2.48,1.8," 10 100000000 000"
"187","heroine",1.08,1.61,0.83," 01 100000000 000"
"188","heterosexual",1.65,0.97,0.96," 11 000000001 000"
"189","hick",-0.43,-0.93,-0.54," 11 100000000 000"
"190","highwayman",0.62,0.62,0.3," 10 001000000 001"
"191","hippie",0.41,-0.39,0.66," 11 100000000 000"
"192","homo",-2.65,-1.83,0.48," 10 000000001 000"
"193","homosexual",-2.51,-1.56,0.21," 11 000000001 000"
"194","hostage",-1.33,-2.51,-0.43," 11 001100000 001"
"195","hostage",-1.35,-1.97,-0.33," 11 001100000 001"
"196","hostess",1.15,0.14,1.41," 01 100000000 000"
"197","hothead",-1.43,0.72,1.34," 11 100000000 000"
"198","hound",0.38,0.41,-0.05," 11 100000000 000"
"199","housekeeper",1.34,-0.73,-0.67," 11 010000010 000"
"200","housewife",1.38,0.14,0.12," 01 000000010 000"
"201","hunchback",-0.02,-1.17,-1.18," 11 000001000 000"
"202","hypochondriac",-0.94,-1.08,-0.3," 11 000001000 000"
"203","hypocrite",-2.52,-1.17,-0.31," 11 100000000 000"
"204","idiot",-1.22,-1.7,-0.24," 11 100000000 000"
"205","in_law",0.26,0.42,-0.58," 11 000000010 000"
"206","informant",-0.92,-0.33,0.1," 11 001000000 000"
"207","informer",0.08,0.9,-0.19," 11 001000000 000"
"208","innocent",1.1,-0.22,0.3," 11 100000000 000"
"209","insider",0.25,1.18,0.6," 11 010100000 000"
"210","instructor",1.12,0.93,0.21," 11 000010000 000"
"211","insurance_agent",-0.03,0.87,-0.6," 11 010000000 000"
"212","intimate",1.54,1.34,1.04," 11 000000001 001"
"213","introvert",-0.51,-1.5,-0.48," 11 100000000 000"
"214","invalid",-0.4,-1.16,-0.68," 11 000001000 001"
"215","janitor",1.15,-0.76,-1.1," 11 010000000 000"
"216","judge",0.53,2.29,-0.94," 11 001000000 000"
"217","junkie",-2.77,-2.01,-0.51," 11 101000000 000"
"218","juror",0.5,1.7,-0.31," 11 001000000 001"
"219","killjoy",-1.35,-0.28,-0.32," 11 100000000 000"
"220","lady",2.25,-0.31,0.58," 01 100000000 000"
"221","landlady",-0.37,1.05,-1.28," 01 010000000 000"
"222","law_breaker",-1.62,-0.69,0.46," 11 001000000 000"
"223","lawyer",0.25,1.95,0.48," 11 001000000 000"
"224","lecher",-1.09,-1.01,-0.05," 10 000000001 000"
"225","lesbian",-0.39,-0.08,0.8," 01 000000001 000"
"226","liar",-2.58,-0.93,0.54," 11 100000000 000"
"227","librarian",1.18,-0.44,-0.98," 11 000010000 000"
"228","lineman",1.02,1.92,0.77," 10 010000000 000"
"229","loan_shark",-1.48,1.13,0.14," 11 010000000 000"
"230","loner",-0.32,-0.55,-0.46," 11 100000000 000"
"231","longshoreman",0.08,0.53,-0.04," 10 010000000 000"
"232","lout",-0.83,-0.89,-0.43," 11 100000000 000"
"233","lsd_junkie",-2.01,-2.28,0.21," 11 100001000 000"
"234","lunatic",-1.22,0.27,0.86," 11 100001000 000"
"235","mafioso",-0.91,1.24,-1.11," 10 011000000 000"
"236","magician",1.4,1.17,0.15," 11 010000100 000"
"237","maiden",1.9,-0.31,0.86," 01 100000000 000"
"238","mailman",1.19,0.21,-0.4," 10 010000000 000"
"239","man",1.09,1.69,0.67," 10 100000001 000"
"240","manager",0.36,1.44,0.15," 11 010000000 000"
"241","maniac",-1.22,-0.07,1.05," 11 100001000 001"
"242","maverick",0.65,1.01,0.92," 11 100000000 000"
"243","menace",-1.96,0.17,0.95," 11 100000000 000"
"244","midget",0.36,-1.19,-0.24," 11 100000000 000"
"245","miner",0.32,0.4,0.03," 10 010000000 000"
"246","minister",2.73,2.04,-0.05," 11 000000100 000"
"247","minor",0.56,-1.23,1.85," 11 001000000 000"
"248","mistress",-0.15,0.27,0.9," 01 000000001 001"
"249","mother_in_law",-0.36,0.05,-0.91," 01 000000010 000"
"250","mother",3.03,2.22,0.05," 01 000000010 001"
"251","mourner",0.23,-0.61,-1.36," 11 000000100 100"
"252","mugger",-2.02,0.5,0.89," 10 001000000 001"
"253","musician",1.22,1.01,0.92," 11 010010000 000"
"254","neighbor",0.97,0.41,0.04," 11 100000000 000"
"255","nephew",1.31,-0.09,1.75," 10 000000010 000"
"256","neurotic",-1.29,-1.19,0.38," 11 000001000 000"
"257","newsboy",1.05,-0.67,1.9," 10 010000000 000"
"258","niece",1.97,-0.33,1.69," 01 000000010 000"
"259","night_watchman",1.1,0.5,-0.53," 10 011000000 000"
"260","nobody",-0.71,-1.19,-0.68," 11 100000000 000"
"261","nonconformist",0.39,-0.04,0.5," 11 100000000 000"
"262","novice",0.25,-0.56,0.75," 11 010100100 000"
"263","nurse",1.79,1,1.41," 11 000001000 001"
"264","nursemaid",1.32,0.12,0.24," 01 000000010 001"
"265","nut",-0.12,-0.34,0.54," 11 100000000 000"
"266","nymph",0.56,-0.4,0.8," 01 000000001 000"
"267","old_gentleman",1.12,-0.1,-0.94," 10 100000000 000"
"268","onlooker",0.22,-0.09,-0.16," 11 100000000 000"
"269","orphan",-0.16,-1.76,1.15," 11 000000010 000"
"270","outpatient",0.36,-0.66,-0.51," 11 000001000 000"
"271","outsider",-0.14,-0.72,0.02," 11 100000000 000"
"272","pal",2.26,1.48,1.63," 11 100000000 000"
"273","parent",2.17,2.59,-0.41," 11 000000010 001"
"274","patient",0.34,-1.25,-0.73," 11 000001000 001"
"275","pawnbroker",-0.02,0.46,-0.01," 11 010000000 000"
"276","peeping_tom",-1.64,-1.08,0.64," 10 001000001 000"
"277","pest",-1.81,-0.29,0.85," 11 100000000 000"
"278","photographer",0.94,0.41,0.97," 11 010000000 000"
"279","physicist",1.14,1.07,-0.68," 11 000010000 000"
"280","pimp",-1.21,1.02,0.79," 10 011000001 000"
"281","plainclothes_policeman",0.53,0.44,0.63," 11 001000000 000"
"282","playboy",0.45,0.77,1.83," 10 100000001 000"
"283","playmate",1.94,1.05,1.93," 11 100000000 000"
"284","plumber",0.58,0.1,-0.81," 11 010000000 000"
"285","policeman",0.63,1.5,0.51," 10 001000000 001"
"286","porno_star",0.29,0.51,2.57," 11 010000001 001"
"287","postmaster",0.84,0.72,-1.02," 11 010000000 000"
"288","pothead",-1.06,-1.69,0.39," 11 100001000 000"
"289","principal",0.6,1.3,-0.24," 11 000010000 000"
"290","prisoner",-2.26,-1.71,-0.32," 11 001000000 000"
"291","probation_officer",0.02,0.87,-0.24," 11 001000000 000"
"292","prodigy",0.93,0.5,0.96," 11 000010000 000"
"293","professor",0.69,2.16,-1.02," 11 000010000 000"
"294","prosecuting_attorney",-0.08,1.6,0.62," 11 001000000 001"
"295","prosecutor",-0.02,1.35,0.33," 11 001000000 000"
"296","prostitute",-1.7,-1.55,1.12," 01 010000001 001"
"297","prude",-0.81,-0.28,-0.23," 11 000000001 000"
"298","psychiatrist",0.84,1,-0.49," 11 000001000 000"
"299","psychoanalyst",0.12,0.26,-0.15," 11 000001000 000"
"300","psychoanalyst",0.45,0.78,0.03," 11 000001000 000"
"301","psychologist",0.72,0.93,-0.52," 11 000011000 000"
