"","term","E","P","A","instcodes"
"1","sad",-1.88,-1.66,-2.06," 10 100000000 000"
"2","fearful",-1.64,-0.94,-1.15," 10 100000000 000"
"3","angry",-1.45,-0.3,1.13," 10 100000000 000"
"4","happy",2.92,2.43,1.96," 10 100010000 000"
"5","alarmed",-0.9,0.01,1.42," 10 100000000 000"
"6","disgusted",-1.81,-0.94,-1.26," 10 100010000 000"
