"","term","E","P","A","instcodes"
"142","imitate",0.47,0.16,1.15," 10 110000011 000"
"143","impede",-1.89,0.64,1.4," 10 011000010 000"
"144","imprison",-2.23,1.23,1.14," 10 001000000 010"
"145","indoctrinate",-2.39,0.75,0.92," 10 000100111 000"
"146","indulge",1.82,-0.83,-0.95," 01 100000011 100"
"147","influence",-0.12,0.72,-0.52," 01 111111111 000"
"148","inform",1.48,0.54,-0.13," 10 111111111 100"
"149","initiate",1.54,0.2,0.38," 10 100010101 000"
"150","injure",-2.48,0.12,1.26," 10 101001011 101"
"151","instruct",-0.37,0.85,-0.29," 10 011111111 000"
"152","insult",-2.5,0.44,1.24," 10 111111111 000"
"153","interest",2.04,0.54,0.8," 01 110110111 100"
"154","interrogate",-1.83,1.23,0.3," 10 001000000 000"
"155","interrupt",-1.74,0.57,1.39," 10 111111111 100"
"156","interview",0.54,0.82,0.36," 10 011011000 000"
"157","intimidate",-1.61,0.67,1.72," 01 101100011 000"
"158","irritate",-0.84,0.19,0.37," 01 111111111 100"
"159","jeer",-2.81,0.03,1.69," 10 100100001 000"
"160","jest",2.76,0.31,1.76," 10 111111111 000"
"161","jostle",-2.04,0.88,1.45," 10 101000011 000"
"162","judge",-0.01,0.77,-0.93," 01 111111111 100"
"163","kick",-2.98,0.99,2.26," 10 001000000 001"
"164","kid",-0.7,-0.1,0.92," 10 100100011 000"
"165","kiss",3.48,-0.94,-1.38," 10 000000011 001"
"166","laugh_at",-0.7,0.36,1.37," 10 111111111 100"
"167","laugh_with",3.07,1.12,2.16," 10 111111111 000"
"168","lead",1.02,1.02,-0.7," 10 100100011 000"
"169","leave",-1.86,0.16,0.43," 10 111111111 010"
"170","listen_to",1.93,-0.1,-2," 10 111111111 000"
"171","look_at",1.91,-0.38,-1.08," 10 111111111 100"
"172","lure",-0.06,-0.52,-0.43," 01 111100001 000"
"173","make_love_to",3.25,0.36,0.73," 10 000000001 001"
"174","marry",1.6,0.32,0.41," 10 000000001 010"
"175","massage",2.43,0.25,-1.2," 10 110001011 101"
"176","medicate",0.74,0.88,-1.17," 10 000001010 100"
"177","menace",-2.81,1.98,1.66," 01 101100000 000"
"178","mimic",-0.96,-0.38,0.64," 10 110010010 010"
"179","miss",-2.11,0.05,-0.95," 01 100000010 010"
"180","mock",-2.39,0.47,1.79," 10 100100011 000"
"181","molest",-3.61,1.31,2.34," 10 000000001 001"
"182","mother",-0.61,-0.53,0.06," 10 000001010 001"
"183","nag",-2.36,0.42,1.17," 10 100000011 000"
"184","need",0.51,-0.56,-0.66," 01 100000011 010"
"185","needle",-2.2,0.85,1.7," 10 111111111 000"
"186","negotiate_with",0.64,1.04,0.09," 10 111111111 000"
"187","nestle",3.25,-2,-2.28," 10 000000011 001"
"188","nudge",-0.59,0.13,1.29," 10 111111111 001"
"189","obey",-2.19,-1.66,-1.11," 10 111111111 000"
"190","oppose",-0.6,1.37,1.07," 10 111111111 010"
"191","outdo",1.76,1.7,1.07," 01 110110010 010"
"192","overlook",-1.9,-0.9,-0.54," 01 011111110 010"
"193","overrate",-1.05,-0.19,0.35," 01 111110000 000"
"194","overwhelm",1.74,0.74,0.66," 10 101101011 001"
"195","overwork",-3.02,1.35,1.82," 01 010110010 100"
"196","pacify",1.63,0.28,-0.71," 01 111111111 000"
"197","pamper",0.25,-0.8,-0.94," 10 110001011 100"
"198","parody",1.49,1.06,1.74," 10 111111111 010"
"199","pay",-0.27,0.04,-0.51," 10 010000000 000"
"200","pay_for_something",-1.07,0.33,-0.23," 10 010000000 000"
"201","penalize",-1.62,0.74,1," 10 010110010 000"
"202","pester",-2.71,0.93,1.46," 10 110000011 010"
"203","play_with",2.26,-0.32,1.04," 10 100000011 100"
"204","please",2.94,1.12,0.01," 01 111111111 100"
"205","pray_for",1.77,0.27,-2.15," 01 000000100 100"
"206","prompt",0.31,0.75,0.4," 10 111111111 010"
"207","prosecute",-1.58,1.33,1.09," 10 001000000 010"
"208","provoke",-1.13,0.09,1.14," 01 111111111 000"
"209","psychoanalyze",-0.33,0.57,-1.01," 10 000001000 100"
"210","punch",-1.74,2.14,2.36," 10 101000000 001"
"211","push",-1.84,0.93,1.01," 10 101000010 001"
"212","put_to_bed",0.74,-0.44,-1.73," 10 000001010 001"
"213","quarrel_with",-1.81,1.3,2.17," 10 111111111 000"
"214","question",-1.2,0.63,0.25," 10 111111111 000"
"215","quiz",-1.41,0.24,0.15," 10 111111111 000"
"216","rankle",-1.24,-0.18,0.55," 01 111111111 000"
"217","rape",-3.51,1.63,2.67," 10 100000001 001"
"218","rebel_against",0.01,1.57,2.01," 01 000100010 000"
"219","rebuff",-2.11,0.81,0.6," 10 100100101 010"
"220","rebuke",-1.06,1.02,0.77," 10 111111111 000"
"221","refuse",-0.39,0.69,0.5," 10 111111111 000"
"222","rehabilitate",1.95,0.7,-1.01," 01 001000110 000"
"223","remember",1.59,0.3,-0.18," 01 100100000 010"
"224","remind",1.15,0.26,0.02," 10 111111111 100"
"225","reprimand",-1.84,0.53,0.48," 10 111111111 000"
"226","reproach",-2.28,0.47,1.83," 10 111111111 100"
"227","rescue",2.92,0.99,1.71," 10 101101010 010"
"228","restrain",0.19,1.1,0.78," 10 001001011 101"
"229","revere",1.06,-0.39,-0.99," 01 111111111 000"
"230","rib",0.75,0.16,1.16," 10 110110011 000"
"231","ride",-2.68,-0.01,1.53," 10 111111111 000"
"232","rob",-2.9,1.09,1.44," 10 111000000 000"
"233","rouse",1.21,0.73,0.68," 10 100101011 100"
"234","satisfy",2.39,0.4,0.19," 01 111111111 100"
"235","scare",-0.88,0.85,2.12," 01 111111111 100"
"236","scold",-1.77,1.33,2.1," 10 111111111 000"
"237","scorn",-2.51,1.23,2.19," 01 111111111 000"
"238","scrutinize",-0.47,0.17,-1.26," 10 111111111 100"
"239","search",-0.89,0.33,0.98," 10 001000000 001"
"240","seduce",1.89,-0.26,-0.8," 01 000000001 001"
"241","seize",-1.09,1.56,1.34," 10 001000000 011"
"242","sell_to",0.09,0.7,0.84," 10 010000000 000"
"243","serenade",1.11,0.34,0.53," 10 000000011 000"
"244","serve",-1.58,-1.46,-0.88," 10 110100010 100"
"245","shackle",-2.91,1.22,1.05," 10 001000000 001"
"246","shock",-0.74,0.79,2.03," 01 111111111 000"
"247","shoot",-3.75,1.37,2.31," 10 001000000 101"
