"","term","E","P","A","instcodes"
"199","housekeeper",1.21,-0.39,0," 11 010000010 000"
"200","housewife",1.37,-0.16,0.55," 01 000000010 000"
"201","hunchback",-0.09,-0.64,-1.25," 11 000001000 000"
"202","hypochondriac",-1.3,-1.19,-0.25," 11 000001000 000"
"203","hypocrite",-2.6,-1.93,-0.21," 11 100000000 000"
"204","idiot",-0.99,-1.52,0," 11 100000000 000"
"205","in_law",0.49,0.11,0.29," 11 000000010 000"
"206","informant",0.87,0.92,0.9," 11 001000000 000"
"207","informer",0.4,0.9,0.43," 11 001000000 000"
"208","innocent",1.35,-0.41,-0.42," 11 100000000 000"
"209","insider",0.41,0.78,0.49," 11 010100000 000"
"210","instructor",1.48,1.58,0.24," 11 000010000 000"
"211","insurance_agent",-0.24,1.32,0.46," 11 010000000 000"
"212","intimate",1.39,0.91,1.21," 11 000000001 001"
"213","introvert",-0.05,-0.89,-0.75," 11 100000000 000"
"214","invalid",0.02,-1.46,-0.94," 11 000001000 001"
"215","janitor",0.83,-0.64,-0.87," 11 010000000 000"
"216","judge",0.95,3,-0.45," 11 001000000 000"
"217","junkie",-2.26,-2.42,-0.12," 11 101000000 000"
"218","juror",0.64,1.76,-0.05," 11 001000000 001"
"219","killjoy",-0.93,0.07,0.08," 11 100000000 000"
"220","lady",2.22,1.01,1.27," 01 100000000 000"
"221","landlady",0.13,0.61,-0.62," 01 010000000 000"
"222","law_breaker",-1.86,-0.01,0.72," 11 001000000 000"
"223","lawyer",0.93,1.88,1.01," 11 001000000 000"
"224","lecher",-0.89,-0.37,0.16," 10 000000001 000"
"225","lesbian",-1.54,-0.96,0.84," 01 000000001 000"
"226","liar",-2.24,-0.15,0.26," 11 100000000 000"
"227","librarian",1.68,0.5,-1.07," 11 000010000 000"
"228","lineman",0.33,1.53,1.57," 10 010000000 000"
"229","loan_shark",-1.23,1.87,0.56," 11 010000000 000"
"230","loner",-0.22,-0.69,-0.96," 11 100000000 000"
"231","longshoreman",-0.3,-0.4,-0.18," 10 010000000 000"
"232","lout",-0.92,-0.52,-0.52," 11 100000000 000"
"233","lsd_junkie",-2.65,-2.56,-0.12," 11 100001000 000"
"234","lunatic",-1.2,-0.37,0.56," 11 100001000 000"
"235","mafioso",-0.7,0.92,0.2," 10 011000000 000"
"236","magician",0.87,0.75,0.67," 11 010000100 000"
"237","maiden",1.2,-0.55,0.88," 01 100000000 000"
"238","mailman",1.6,0.34,0.2," 10 010000000 000"
"239","man",0.97,0.93,0.57," 10 100000001 000"
"240","manager",1.08,1.85,0.63," 11 010000000 000"
"241","maniac",-0.99,0.48,0.96," 11 100001000 001"
"242","maverick",0.77,1.28,1.25," 11 100000000 000"
"243","menace",-1.43,0.34,1.05," 11 100000000 000"
"244","midget",0.37,-0.92,0.41," 11 100000000 000"
"245","miner",0.3,-0.2,0.1," 10 010000000 000"
"246","minister",2.43,2.01,0.38," 11 000000100 000"
"247","minor",0.44,-1.02,1.75," 11 001000000 000"
"248","mistress",-1.88,-0.54,1.5," 01 000000001 001"
"249","mother_in_law",0.24,0.51,-0.43," 01 000000010 000"
"250","mother",2.42,1.94,0.13," 01 000000010 001"
"251","mourner",-0.48,-1.08,-0.89," 11 000000100 100"
"252","mugger",-2.75,0.8,1.03," 10 001000000 001"
"253","musician",1.79,1.06,1.31," 11 010010000 000"
"254","neighbor",1.25,0.22,0.05," 11 100000000 000"
"255","nephew",1.84,-0.1,1.29," 10 000000010 000"
"256","neurotic",-0.78,-0.54,0.53," 11 000001000 000"
"257","newsboy",0.85,-0.28,1.6," 10 010000000 000"
"258","niece",1.84,-0.25,1.67," 01 000000010 000"
"259","night_watchman",1.17,0.56,-0.05," 10 011000000 000"
"260","nobody",-0.82,-2.06,-1.01," 11 100000000 000"
"261","nonconformist",1.04,0.47,0.87," 11 100000000 000"
"262","novice",0.44,-0.09,0.79," 11 010100100 000"
"263","nurse",2.46,1.95,1.06," 11 000001000 001"
"264","nursemaid",1.67,0.63,0.56," 01 000000010 001"
"265","nut",-0.18,0.09,0.14," 11 100000000 000"
