"","term","E","P","A","instcodes"
"145","psychiatrist's_office",0.425,0.61,-1.35," 10 000001000 000"
"146","quiz",-0.99,0.59,-0.745," 01 000010000 000"
"147","reception",1.675,0.795,1.39," 01 010010100 000"
"148","refreshment_stand",1.71,0.395,0.85," 10 010000000 000"
"149","resort",2.525,1.285,0.38," 10 010000000 000"
"150","restaurant",2,1.27,1.8," 10 010000000 000"
"151","retirement_home",0.06,-0.61,-2.13," 10 010001010 000"
"152","riot",-1.79,1.965,2.815," 01 101100000 001"
"153","saloon",1.14,1.23,1.675," 10 010000000 000"
"154","sauna",1.905,0.355,-1.27," 10 010000000 100"
"155","schoolroom",1.085,1.125,0.96," 10 000010000 000"
"156","seminar",-0.04,0.415,-0.395," 01 000010000 000"
"157","sermon",1.305,1.555,-0.385," 01 000000100 000"
"158","shopping_center",1.06,1.13,2.085," 10 010000000 100"
"159","shower_room",0.51,0.595,1.065," 10 100000000 101"
"160","skid_row",-0.925,-0.16,-0.025," 10 100000000 100"
"161","slaughterhouse",-1.585,1.02,1.235," 10 010000000 000"
"162","slum",-1.9,-1.305,-0.38," 10 100000000 100"
"163","sorority_house",0.71,0.775,1.875," 10 000010000 000"
"164","soup_kitchen",2.095,1.285,0.78," 10 100000000 000"
"165","squad_car",0.425,1.86,2.145," 10 001000000 001"
"166","store",1.535,1.09,1.4," 10 010000000 000"
"167","street_fair",1.825,1.13,2.225," 11 110000000 000"
"168","street",0.91,0.975,1.505," 10 100000000 100"
"169","subway",0.375,1.685,2.595," 10 100000000 100"
"170","sunday_school",1.2,1,-0.31," 11 000000100 000"
"171","supermarket",1.59,1.325,1.405," 10 010000000 000"
"172","sweatshop",-2.56,0.08,0.965," 10 010000000 000"
"173","swimming_hole",1.655,0.575,0.785," 10 100000000 000"
"174","tavern",0.7,0.345,1.58," 10 010000000 000"
"175","taxi",0.89,0.37,1.765," 10 010000000 000"
"176","temple",1.68,1.495,-1.3," 10 000000100 100"
"177","tennis_court",1.375,0.745,1.5," 10 100000000 000"
"178","tent",1.36,0.06,-0.28," 10 100000010 101"
"179","test",-0.765,1.245,-1.015," 01 000011000 000"
"180","thanksgiving_day",2.43,1.755,1.79," 01 000000010 000"
"181","theater",1.945,1.245,1.065," 10 010010000 000"
"182","topless_bar",-0.56,-0.02,2.415," 10 010000001 000"
"183","town_hall",1.165,1.49,0.655," 10 001100000 000"
"184","town_meeting",0.735,0.955,0.865," 01 000100000 010"
"185","train_station",1.02,1.265,2.31," 10 010000000 000"
"186","vacation",3.515,2.475,1.32," 01 100000000 100"
"187","village",1.355,-0.25,-0.525," 10 100000000 000"
"188","waiting_room",-0.89,-1.035,-1.3," 10 001001000 100"
"189","wartime",-2.3,1.895,1.81," 01 000100000 001"
"190","washroom",1.11,-0.215,-0.11," 10 100000000 000"
"191","wedding_night",3.325,3.045,2.595," 01 000000001 001"
"192","wedding_reception",2.555,2.165,1.97," 10 000000010 000"
"193","wedding",2.545,2.475,1.91," 01 000000111 000"
"194","week_night",0.295,-0.005,-0.525," 01 100000000 100"
"195","weekend",2.36,1.535,2.075," 01 100000000 100"
"196","welfare_office",-0.16,0.25,0.275," 10 001001000 000"
"197","whorehouse",-1.515,-0.17,2.23," 10 010000001 001"
"198","wilderness",2.055,1.77,-0.21," 10 100000000 100"
"199","worship_service",1.95,1.705,-0.055," 01 000000100 000"
"200","zoo",1.89,1.3,1.96," 10 100000000 000"
