"","term","E","P","A","instcodes"
"1","academic",0.71,0.79,-1.08," 11 000010000 000"
"2","accomplice",-1.1,-0.56,0.24," 11 001000000 000"
"3","accountant",-0.27,-1.47,-1.83," 11 010000000 000"
"4","accuser",-1.64,1.3,1.7," 11 111100000 000"
"5","acid_head",-1.95,-1.61,-0.19," 11 100000000 000"
"6","acquaintance",1.9,0.31,0.29," 11 100000000 000"
"7","adolescent",0.4,0.33,1.78," 11 100000010 000"
"8","adult",0.09,1.23,-0.4," 11 101000010 000"
"9","adulterer",-1.22,0.54,0.89," 10 000000011 001"
"10","adulteress",-1.36,-0.14,0.41," 01 000000011 001"
"11","advisor",1.25,0.8,-0.46," 11 110110000 000"
"12","airline_pilot",1.43,0.83,-0.78," 11 010000000 000"
"13","alcoholic",-1.6,-1.26,0.74," 11 100001000 000"
"14","amateur",0.55,-0.56,0.73," 11 100000000 000"
"15","applicant",0.79,-0.87,-0.26," 11 011000000 000"
"16","apprentice",0.44,-0.7,0.34," 11 010000000 000"
"17","architect",0.84,0.1,-0.84," 11 010000000 000"
"18","ass",-2.14,1.08,0.67," 11 100000000 000"
"19","assailant",-2.96,2.16,2.49," 11 001000000 001"
"20","assistant",0.73,-0.33,0.21," 11 110001000 000"
"21","athlete",1.27,2.53,1.56," 11 010010000 001"
"22","attorney",0.42,0.92,-0.51," 11 011000000 000"
"23","auctioneer",0.09,1.05,2.36," 11 010000000 000"
"24","aunt",0.99,-0.07,0.46," 01 000000010 000"
"25","author",1.39,0.24,-0.94," 11 010010000 000"
"26","authority",0.07,2.02,-1.23," 11 111111100 000"
"27","auto_mechanic",0.25,1.53,0.85," 11 010000000 000"
"28","baby",2.71,-3.19,2.49," 11 100001010 001"
"29","babysitter",2.03,-0.66,-1.2," 11 000000010 011"
"30","bachelor",1.04,0.24,0.32," 10 000000011 000"
"31","baker",1.14,0.91,0.22," 11 010000000 000"
"32","bandit",-2.94,1.86,0.86," 11 001000000 000"
"33","banker",-0.25,0.57,-0.8," 11 010000000 001"
"34","barkeeper",1.34,1,0.66," 11 010000000 000"
"35","barmaid",0.68,0.41,0.88," 01 010000000 000"
"36","beauty",2.62,-0.46,-0.37," 01 100000000 001"
"37","beggar",-1.66,-2.05,-0.92," 11 100000000 000"
"38","beginner",0.61,-1.13,-0.36," 11 100000001 000"
"39","bigamist",-0.72,0.35,0.94," 11 001000011 011"
"40","bigot",-1.22,-1.86,-0.8," 11 100000000 000"
"41","bill_collector",-2.67,2.04,1.14," 11 010000000 000"
"42","bisexual",-0.18,-0.58,0.18," 11 000000001 001"
"43","blabbermouth",-1.78,-0.46,2.48," 11 100000000 000"
"44","blacksmith",0.62,2.81,1.04," 11 010000000 000"
"45","blind_date",0.15,-0.41,-0.18," 11 000000001 001"
"46","bodyguard",-0.53,2.54,-0.16," 11 001100000 001"
"47","bohemian",0.16,0.34,-0.32," 11 100000000 000"
"48","bookworm",-0.01,-1.55,-1.95," 11 000010000 000"
"49","boss",-0.1,1.55,0.35," 11 010000000 000"
"50","bouncer",-2.17,2.83,1.47," 10 010000000 001"
"51","boxer",-0.69,3.09,2.15," 10 010000000 001"
"52","boy_scout",1.4,-0.02,0.19," 10 100000000 000"
"53","braggart",-2.65,0.5,2.45," 11 100000000 000"
"54","brat",-0.23,-0.62,2.37," 11 100000010 000"
"55","brother",2.07,0.89,0.64," 10 000000010 000"
"56","brother_in_law",1.2,0.48,0.26," 10 000000010 000"
"57","brute",-3.36,2.69,2.45," 10 100000000 001"
"58","buddy",2.68,0.39,-0.23," 11 100000000 000"
"59","building_superintendent",-0.97,1.03,0.62," 11 010000000 000"
"60","bulldozer_operator",-0.38,2.04,0.72," 11 010000000 000"
"61","burglar",-2.66,0.88,-1.08," 11 011000000 000"
"62","bus_driver",0.06,1.13,-0.73," 11 010000000 000"
"63","butcher",-0.27,2.37,1.18," 11 010000000 000"
"64","bystander",-0.02,-0.17,-0.15," 11 100000000 000"
"65","call_girl",0.41,-0.71,1.34," 01 000000001 001"
"66","captive",-1.51,-0.39,-0.99," 11 001100001 001"
"67","car_driver",-0.34,0.81,1.19," 11 100000000 000"
"68","carpenter",1.05,1.87,0.88," 11 010000000 000"
"69","celebrity",0.76,0.82,0.27," 11 110000000 000"
"70","chairman",-0.37,1.2,0.03," 11 011100000 000"
"71","chambermaid",1.58,-1.2,-0.04," 01 010000000 000"
"72","champion",0.95,2.3,1.65," 11 100010000 001"
"73","chap",-0.14,1.39,1.76," 10 100000000 000"
"74","chaperone",-1.04,-0.07,-1.16," 11 100000010 000"
"75","chatterbox",-2.13,-0.36,2.58," 11 100000000 000"
"76","chef",1.26,1.32,0.59," 11 010000000 000"
"77","chemist",0.63,-0.44,-1.22," 11 010010000 000"
"78","child",1.94,-1.62,1.79," 11 100000010 000"
"79","christian",0.45,-0.14,-0.74," 11 000000100 010"
"80","church_deacon",-0.17,0.18,-1.47," 11 000000100 000"
"81","civil_servant",-0.83,-0.46,-1.56," 11 001100000 000"
"82","classmate",1.71,0.84,1.04," 11 000010000 000"
"83","clerk",-0.05,-0.66,-1.17," 11 011000000 000"
"84","client",0.69,-0.72,0.13," 11 011000000 000"
"85","clown",2.09,-0.95,1.87," 11 100000000 000"
"86","co_worker",1.54,0.54,0.13," 11 010000000 000"
"87","coach",0.8,1.39,1.27," 11 010010000 001"
"88","coed",2,-1,0.23," 01 000010000 000"
"89","colleague",1.51,0.68,0.44," 11 011111000 000"
"90","comedian",1.41,0.28,2.03," 11 110000000 000"
