"","term","E","P","A","instcodes"
"324","strike_leader",-0.55,2.52,2.73," 11 010000000 000"
"325","student",1.74,-0.34,0.67," 11 000010000 000"
"326","stuffed_shirt",-2.25,2.17,-1.35," 11 100000000 000"
"327","subordinate",-0.73,-2.18,-1.45," 11 011100000 000"
"328","superior",-0.4,1.7,0.11," 11 011100100 000"
"329","supporter",2.58,1.68,-0.66," 11 000100100 000"
"330","surgeon",0.58,1.11,0.2," 11 000001000 001"
"331","survivor",2.2,-0.66,-1.36," 11 100000000 000"
"332","suspect",-1.23,-0.09,-0.18," 11 001000000 000"
"333","swaggerer",-3,-1.38,0.84," 10 100000001 000"
"334","taxi_driver",0.59,0.23,0.12," 11 010000000 000"
"335","taxpayer",1.1,-0.53,-0.64," 11 000100000 000"
"336","teacher",1.37,0.4,-0.42," 11 000010000 000"
"337","team_leader",0.43,1.76,1.52," 11 010111000 000"
"338","teammate",2.58,1.71,1.81," 11 010111000 001"
"339","teenager",0.29,-0.51,2.28," 11 100000000 000"
"340","temporary_worker",0.41,-0.82,0.22," 11 010000000 000"
"341","terrorist",-3,0.69,1.75," 11 001100000 000"
"342","the_press",-0.3,1.6,2.39," 11 111100000 000"
"343","thief",-2.64,-0.27,0.7," 11 011000000 000"
"344","thug",-3.39,1.74,1.29," 11 101000000 001"
"345","toddler",2.08,-2.71,2.05," 11 100000010 001"
"346","tourist",1.9,0.23,-0.77," 11 110000000 000"
"347","trainee",0.68,-1.15,-0.16," 11 011111100 000"
"348","traveler",2.02,1.17,1.34," 11 110000000 000"
"349","turk_(abusive)",-2,0.51,1.08," 11 100000000 000"
"350","turk",0.4,0.45,0.22," 11 100100000 000"
"351","uncle",1.77,1.35,-0.6," 10 000000010 000"
"352","unemployed_person",-0.6,-1.6,-1.54," 11 010000000 000"
"353","union_member",-0.31,0.33,0.98," 11 010000000 000"
"354","vampire",-1.68,1.95,0.67," 11 100000001 001"
"355","victim",-2,-3.02,-0.21," 11 101000001 000"
"356","visitor",1.73,0.32,0.37," 11 100000000 000"
"357","voter",1.32,0.03,-0.72," 11 000100000 000"
"358","voyeur",-2.43,-1.16,-1.84," 11 000000001 000"
"359","wage_earner",1.2,-0.26,-0.6," 11 010000000 000"
"360","waiter",0.93,0.23,1.05," 11 010000000 000"
"361","waitress",1.69,-0.1,1.75," 01 010000000 000"
"362","weakling",-1.01,-2.92,-1.58," 11 100000000 000"
"363","whiz_kid",0.09,1.45,1.7," 11 000010000 000"
"364","whore",-0.07,-0.04,0.98," 01 010000001 001"
"365","wife",2.11,0.51,0.23," 01 000000011 001"
"366","windbag",-2.52,-0.17,2.65," 11 100000000 000"
"367","witness",1.1,0.12,-0.95," 11 001000000 000"
"368","woman",2.54,-0.93,1.25," 01 100000001 000"
"369","womanizer",-0.55,1.34,1.86," 10 000000001 101"
"370","worker",0.91,1.98,1.73," 11 010000000 010"
"371","yes_man",-2.21,-2.09,0.15," 10 010100000 000"
