"","term","E","P","A","instcodes"
"1","abandon",-2.76,1.3,-0.04," 01 111111110 000"
"2","abuse",-3.41,2.33,0.41," 10 101000011 100"
"3","acclaim",1.16,1.41,0.51," 10 000100000 010"
"4","accommodate",2.04,0.6,0.19," 10 111111111 000"
"5","accuse",-1.8,1.74,0.6," 10 111111111 010"
"6","address",1.21,0.54,0.16," 10 111111110 010"
"7","admire",1.96,0.65,1.04," 01 111111111 100"
"8","admonish",-0.67,0.7,0.02," 10 011111111 000"
"9","adopt",2.67,1.76,0.91," 10 000000010 010"
"10","adore",2.48,1.38,1.07," 01 000000111 000"
"11","advise",1.61,1.05,-0.34," 10 011111110 000"
"12","affront",-0.01,0.84,0.45," 01 111111111 000"
"13","aggravate",-1.86,0.62,0.62," 01 111111111 100"
"14","agitate",-2.06,0.94,0.45," 01 111111111 100"
"15","agree_with",1.45,0.73,0.24," 10 111111111 000"
"16","aid",2.75,1.82,0.41," 10 111111111 000"
"17","alert",1.72,1.24,0.52," 10 010101000 000"
"18","alienate",-2.53,1.29,0.16," 01 111111110 010"
"19","amaze",1.95,1.92,1," 01 111111111 000"
"20","amuse",2.08,1.22,1.72," 11 111111111 100"
"21","analyze",0.4,1.22,-0.24," 10 011111110 100"
"22","anger",-1.72,1.37,0.96," 01 111111111 000"
"23","annihilate",-2.44,2.67,1.25," 10 000100000 001"
"24","annoy",-1.64,0.36,1.04," 01 111111111 000"
"25","answer",1.55,0.8,0.35," 10 111111111 000"
"26","antagonize",-2.04,1.11,0.41," 01 111111111 000"
"27","ape",-1.65,0.63,0.17," 01 100000000 010"
"28","apologize_to",2.25,1.04,-0.04," 10 111111111 000"
"29","appeal_to",1.41,0.69,0.56," 10 111111111 000"
"30","appease",0.46,-0.03,-0.16," 10 011110110 000"
"31","applaud",2.26,1.05,1," 10 111111111 010"
"32","appoint",1.42,1.88,-0.04," 10 000100000 010"
"33","appreciate",2.75,1.67,0.18," 01 111111101 000"
"34","apprehend",0.51,1.85,1.27," 10 001000000 001"
"35","approach",1.04,-0.01,0.44," 10 111111111 010"
"36","approve_of",2.17,1.21,0.34," 01 111111111 100"
"37","argue_with",-1.04,1.01,0.88," 10 111111111 000"
"38","arm",-1.73,0.77,0.56," 10 001100000 110"
"39","arouse",1.76,1.89,1.64," 01 000000001 101"
"40","arrest",-0.52,2.22,0.64," 10 001000000 001"
"41","ask_about",1.36,0.07,0.61," 01 111111111 010"
"42","ask",1.02,-0.38,0.19," 10 111111111 000"
"43","assail",-1.18,0.39,0.89," 10 001100110 001"
"44","assault",-3.04,2.04,1.36," 10 001000000 001"
"45","assist",2.39,1.27,0.92," 10 111111111 000"
"46","astonish",1.4,1.63,1.18," 01 111111111 000"
"47","astound",1.74,2.03,1.42," 01 111111111 000"
"48","attack",-3.06,1.89,1.25," 10 001100010 001"
"49","authorize",0.84,1.72,0.13," 10 011111100 010"
"50","avoid",-1.38,-0.03,-0.55," 01 111111110 010"
"51","awake",-0.22,0.45,-0.34," 10 100000000 000"
"52","awe",1.32,0.83,0.45," 01 111111111 000"
"53","baby",-0.99,0.27,-0.09," 10 000000010 100"
"54","back",1.68,1.37,0.69," 10 010100000 010"
"55","badger",-1.89,0.83,0.82," 10 111111111 100"
"56","bait",-1.16,1.02,0.59," 01 111100100 000"
"57","bamboozle",-1.19,0.48,0.52," 01 111100100 000"
"58","baptize",0.86,1.34,-0.51," 10 000000100 000"
"59","bawl_out",-1.57,1.11,1.37," 10 111111111 000"
"60","beckon",0.07,0.5,-0.25," 10 100000011 010"
"61","bed",0.96,1.31,1.26," 10 000000001 000"
"62","befriend",2.36,1.38,0.97," 01 100100000 000"
"63","befuddle",-0.88,0.37,0.31," 01 111111111 100"
"64","beg",-0.94,-1.72,0.15," 10 111111111 000"
"65","believe",1.95,1.12,0.19," 01 111111111 000"
"66","belittle",-2.15,1.24,0.23," 10 111111111 100"
"67","berate",-1.28,0.63,0.23," 10 111111111 100"
"68","beseech",-0.36,-0.48,-0.17," 10 111111111 000"
"69","betray",-2.72,1.24,0.39," 01 001100111 010"
"70","bewilder",-0.31,0.74,0.28," 01 111111111 000"
"71","bewitch",-1.11,1.62,0.6," 01 000000101 000"
"72","bias",-1.86,0.75,-0.2," 01 000100000 010"
"73","bill",-0.57,0.96,-0.33," 10 010000000 010"
"74","bind",-1.37,1.56,0.37," 10 001000001 001"
"75","blackmail",-2.64,2.33,-0.1," 10 011100000 010"
"76","blame",-1.46,0.93,0.27," 10 111111111 010"
"77","bless",1.7,2.02,-0.52," 10 000000100 000"
"78","bluff",-1.4,1.16,0.59," 01 111100010 000"
"79","boss",-1.72,1.79,0.41," 10 110101011 000"
"80","bother",-1.75,0.34,0.46," 01 111111111 000"
"81","bribe",-1.96,1.08,0.64," 10 011100000 110"
"82","brief",0.71,0.7,-0.17," 10 011101000 000"
"83","browbeat",-2.08,0.82,0.58," 10 111111111 000"
"84","bug",-0.99,0.4,0.77," 10 100000000 000"
"85","bully",-2.45,1.76,1.6," 10 100100011 001"
"86","bury",-1.02,0.94,-0.76," 10 000100100 000"
"87","butter_up",-0.24,0.56,0.34," 01 111111111 000"
"88","cajole",0.28,0.7,0.65," 10 111111111 000"
"89","call",1.79,0.31,0.59," 10 111111111 010"
"90","calm",2.12,1.06,-0.9," 01 111111111 100"
"91","captivate",1.53,1.8,1.24," 01 110111111 000"
"92","capture",-1.49,2.07,1.28," 10 001100000 011"
"93","caress",2.32,1.32,0.62," 10 000000011 001"
"94","catch",0.55,1.48,1.35," 10 001000001 001"
"95","caution",1.56,0.64,-0.03," 10 111111111 100"
"96","challenge",1,1.66,1.12," 10 111111111 100"
"97","charm",1.46,0.95,0.6," 01 111111111 000"
"98","chase",-1.16,1.06,2.02," 10 001000001 000"
"99","chatter_to",0.74,-0.15,1.78," 10 111111111 100"
"100","cheat",-2.6,1.09,0.31," 01 011100000 000"
"101","cheer",2.35,1.29,1.84," 10 111111111 110"
"102","chide",-1.31,0.28,-0.73," 10 111111111 000"
"103","classify",-0.95,0.24,-0.35," 01 011111100 000"
"104","coach",2.08,1.84,1.28," 10 011111111 010"
"105","coax",-0.5,0.92,0.47," 01 111111111 100"
"106","coddle",0.03,0.56,0.39," 11 000001011 100"
"107","coerce",-1.84,1.82,0.76," 10 111111111 000"
"108","combat",-1.07,1.27,1.55," 10 001100000 000"
"109","comfort",2.46,1.47,-0.12," 11 111111111 100"
"110","command",-0.95,1.72,0.28," 10 011111111 000"
"111","commend",1.59,1.2,0.19," 10 011111111 010"
"112","compliment",2.43,1.43,0.83," 10 111111111 000"
"113","con",-2.33,1.71,0.57," 01 011111111 000"
"114","condemn",-1.9,1.27,-0.18," 10 001100000 110"
"115","confide_in",2.06,0.84,-0.2," 10 000111111 000"
"116","confine",-2.13,1.94,0.08," 10 001101010 001"
"117","confound",-0.88,0.44,-0.55," 01 111111111 000"
"118","confront",0.55,1.64,1," 10 111111111 100"
"119","confuse",-1.41,0.94,-0.41," 01 111111111 100"
"120","congratulate",2.22,1.08,0.95," 10 111111111 100"
"121","consider",1.72,0.86,0.03," 01 111111111 010"
"122","console",2.37,1.12,-0.12," 10 111111111 100"
"123","constrain",-1.52,1.72,0," 10 001001011 101"
"124","consult",1.48,0.68,-0.14," 10 111111111 000"
"125","contemplate",0.48,-0.03,-0.17," 01 100111000 100"
"126","contradict",-0.74,0.7,0.06," 10 111111111 110"
"127","control",-1.92,1.68,0.25," 01 011100010 100"
"128","convert",-0.69,1.41,-0.65," 01 000100100 010"
"129","convict",-0.6,2.25,-0.18," 10 001000000 010"
"130","convince",0.19,1.2,0.6," 01 111111111 100"
"131","corner",-1.64,1.18,0.56," 01 001000000 000"
"132","correct",0.05,0.76,-0.04," 10 111111111 100"
"133","corrupt",-2.64,2.21,0.69," 01 011111111 000"
"134","counsel",2.24,1.48,-0.65," 10 011111111 000"
"135","court",1.86,1.21,1.29," 01 100000001 010"
"136","criticize",-1.58,1.18,0.24," 10 111111111 100"
"137","cross_examine",-0.07,1.74,0.54," 10 001000000 010"
"138","cuddle",2.4,0.98,0.09," 10 000000011 001"
"139","cue",0.86,0.74,-0.13," 10 111111111 010"
"140","cure",3.26,3.18,0.49," 10 000001000 100"
"141","curse",-1.95,1.24,0.5," 10 111111111 100"
"142","cuss",-1.5,0.47,0.84," 10 111111111 100"
"143","damn",-2.14,1.4,0.07," 10 100000100 000"
"144","dance_with",1.96,0.65,1.57," 10 100000111 011"
"145","dare",-0.05,0.73,1.22," 10 100100001 100"
"146","dazzle",1.73,1.41,1.73," 01 111111111 000"
"147","debate_with",0.38,1.01,1.17," 10 111111110 000"
"148","deceive",-2.21,1.16,-0.12," 01 111111111 000"
"149","defend",1.87,1.46,0.5," 10 111111111 110"
