"","term","E","P","A","instcodes"
"210","glance_at",1.05,0.77,-0.28," 10 111111111 010"
"211","glare_at",-1.54,0.38,-0.93," 10 111111111 000"
"212","glorify",1.44,1.14,0.86," 10 000100100 010"
"213","glower_at",-1.43,0.41,0," 10 111111111 000"
"214","gossip_with",-1.33,0.7,1.25," 10 111111111 000"
"215","grab",-1.33,1.04,1.24," 10 101001011 001"
"216","grade",-0.08,2.22,0.34," 10 000010000 000"
"217","grapple_with",-0.81,0.11,0.82," 10 101001001 001"
"218","grasp",-0.58,1.18,1.22," 10 101001011 001"
"219","greet",2.6,1.59,1.17," 10 111111110 000"
"220","grin_at",2.49,2.25,1.07," 10 110000011 000"
"221","groom",0.96,0.61,0.27," 10 000001011 101"
"222","grouse_at",-1.7,-0.61,0.77," 10 111111111 000"
"223","guide",2.74,2.45,-0.07," 10 111111111 000"
"224","gyp",-2.25,-0.88,-0.73," 01 010000000 000"
"225","haggle_with",-0.91,0.19,0.98," 10 111111111 000"
"226","hail",1.07,0.58,0.8," 10 100100010 000"
"227","halt",-0.57,0.69,0.43," 10 001000001 110"
"228","hand_something_to",1.31,0.81,-0.19," 10 111111111 000"
"229","handcuff",-1.08,1.76,1.76," 10 001000000 001"
"230","harangue",-0.37,0.31,0.03," 10 111111111 000"
"231","harass",-2.93,-0.04,1.32," 10 101100011 000"
"232","harm",-3.18,0.14,0.14," 10 101101011 100"
"233","hassle",-2.09,-0.01,1.04," 10 101100011 000"
"234","have_sex_with",2.29,2.2,1.88," 10 000000001 101"
"235","heal",3.43,3.06,0.59," 10 000001110 100"
"236","heckle",-1.73,-0.09,0.94," 10 000100110 000"
"237","help",3.09,2.52,1.35," 10 111111111 100"
"238","hire",2.29,2.21,0.79," 10 010000000 000"
"239","hit",-2.81,0.21,1.22," 10 101000011 101"
"240","hold",2.7,2.15,-1.12," 10 000000011 001"
"241","holler_at",-0.47,1.05,1.79," 10 111111111 000"
"242","hoot_at",-0.95,0.65,1.44," 10 100100110 010"
"243","horse_around_with",1.56,0.83,2.27," 10 100010011 001"
"244","hound",-2.01,0.04,0.97," 10 111111111 000"
"245","hug",3.18,2.26,0.01," 10 100000011 001"
"246","hurry",-0.98,0.92,1.86," 10 110011011 100"
"247","hurt",-3.37,1.11,0," 10 101001011 101"
"248","hush",-0.64,0.64,-0.49," 10 111111111 010"
"249","ignore",-1.87,-0.32,-0.9," 11 100100011 010"
"250","imitate",-0.8,0.24,1.06," 10 110000011 000"
"251","implore",0.14,0.45,0.14," 10 100100111 000"
"252","imprison",-1.1,1.57,-0.27," 10 001000000 010"
"253","incarcerate",-0.77,1.65,0.06," 10 001000000 010"
"254","incriminate",-1.48,1.35,1.05," 10 001000000 010"
"255","indoctrinate",0.89,1.35,0.48," 10 000100111 000"
"256","inform",2.08,1.74,0.88," 10 111111111 100"
"257","inject_with_medicine",0.58,1.7,-0.63," 10 000001000 101"
"258","injure",-3.15,0.08,1.26," 10 101001011 101"
"259","inspect",-0.21,0.81,-0.02," 10 001111011 100"
"260","instruct",2.05,2.13,0.91," 10 011111111 000"
"261","insult",-2.42,0,0.48," 10 111111111 000"
"262","interrogate",-1.21,1.33,1.53," 10 001000000 000"
"263","interrupt",-1.95,0.16,1.34," 10 111111111 100"
"264","interview",1.25,1.81,0.52," 10 011011000 000"
"265","jail",0.17,1.78,1.37," 10 001000000 001"
"266","jeer_at",-1.79,-0.08,1.17," 10 100100001 000"
"267","jest_with",0.71,0.6,1.04," 10 111111111 000"
"268","joggle",-0.71,-0.32,0.75," 10 100001011 001"
"269","join_up_with",1.46,1.32,0.97," 10 010100001 010"
"270","joke_with",2.5,1.11,1.99," 10 111111111 000"
"271","josh",0.07,0.31,1," 10 111111111 000"
"272","jostle",-1.05,0.53,0.87," 10 101000011 000"
"273","kick",-2.48,0.31,1.64," 10 001000000 001"
"274","kid",0.51,0.44,1.26," 10 100100011 000"
"275","kill",-4.05,1.08,1.35," 10 001100000 101"
"276","kiss",3.28,2.51,0.9," 10 000000011 001"
"277","knife",-3.69,0.86,0.89," 10 101000000 001"
"278","knock_out",-2.61,1.1,1.69," 10 101000000 001"
"279","kowtow_to",0.28,-0.3,-0.37," 01 111111111 000"
"280","laud",0.97,0.78,0.3," 10 111111111 110"
"281","laugh_at",-1.62,-0.29,1.15," 10 111111111 100"
"282","laugh_with",2.8,2.62,2.75," 10 111111111 000"
"283","lay_off_from_a_job",-2.32,1.27,-0.26," 10 010000000 000"
"284","lead",2.29,2.38,1.23," 10 100100011 000"
"285","leave",-1.9,0.68,-0.13," 10 111111111 010"
"286","lecture",-0.41,0.6,0.07," 10 111111111 000"
"287","leer_at",-1.15,0.45,-0.98," 10 000000001 000"
"288","lend_money_to",1.22,1.12,-0.51," 10 110000010 000"
"289","lie_to",-2.8,-0.98,-1.17," 01 111100011 000"
"290","listen_to",2.63,1.71,-0.62," 10 111111111 000"
"291","look_at",1.5,0.39,0," 10 111111111 100"
"292","look_away_from",-1.32,-0.45,-0.8," 10 111111111 000"
"293","lunch_with",2.47,0.84,0.97," 10 111111111 110"
"294","lust_for",1.43,0.72,1.35," 01 000000001 000"
"295","make_business_proposal_to",1.83,1.62,1.01," 10 010000000 000"
"296","make_eyes_at",1.33,1.04,0.1," 10 000000001 000"
"297","make_fun_of",-2.64,-0.53,0.79," 10 100000011 000"
"298","make_love_to",2.93,2.64,0.82," 10 000000001 001"
"299","make_out_with",2.68,1.8,1.51," 10 000000001 001"
"300","make_up_with",3.15,2.3,0.47," 10 111111111 000"
"301","malign",-1.95,-0.56,-0.11," 10 111111111 010"
"302","march_with",0.99,1.24,1.61," 10 000100000 000"
"303","marry",3.09,2.7,1.47," 10 000000001 010"
"304","massage",2.63,1.74,-1.06," 10 110001011 101"
"305","medicate",1.66,1.92,0.22," 10 000001000 100"
"306","mimic",-0.85,-0.63,0.45," 10 110010010 010"
"307","mind",0.83,-0.38,-0.11," 10 101001110 000"
"308","mock",-1.96,-0.35,1.23," 10 100100011 000"
"309","molest",-3.71,-0.1,-0.1," 10 000000001 001"
"310","monitor",-0.26,1.21,-1.02," 10 011111110 110"
"311","mother",2.79,2.07,0.36," 10 000001010 001"
"312","mouth_off_to",-1.91,0.55,1.9," 10 111111111 000"
"313","mug",-3.61,0.03,1.48," 10 101000000 001"
"314","mumble_to",-1.29,-1.58,-1.48," 10 111111111 000"
"315","murder",-4.06,1.37,1.08," 10 101000000 011"
"316","murmur_to",-0.12,-0.48,-1.24," 10 100001011 100"
"317","nag",-1.9,-0.44,0.81," 10 100000011 000"
"318","needle",-1.28,0.7,-0.22," 10 111111111 000"
"319","neglect",-2.98,0.11,-1.1," 01 111111111 110"
"320","negotiate_with",1.66,1.52,1.1," 10 011100000 000"
"321","nestle",2.2,0.81,-0.78," 10 000000011 001"
"322","nudge",-0.18,-0.14,0.05," 10 111111111 001"
"323","nuzzle",1.53,0.79,-0.67," 10 000000011 001"
"324","obey",1.14,0.39,-0.5," 10 111111111 000"
"325","observe",0.94,0.39,-1.02," 10 111111111 100"
"326","obstruct",-1.82,0.62,0.38," 10 111111111 011"
"327","ogle",-0.72,0.03,0.25," 10 000000001 000"
"328","oppose",0.19,1.23,0.95," 10 111111111 010"
"329","order",-0.8,1.24,1.45," 10 111111111 000"
"330","overcharge",-1.78,0.41,0.49," 10 010000000 000"
"331","overpower",-1.52,1.9,1.94," 10 001101011 001"
