"","term","E","P","A","instcodes"
"1","abominable_snowman_(mythical)",-1.06,2.28,-0.27," 10 100000000 000"
"2","academic",1.635,1.235,0.235," 11 000010000 000"
"3","accomplice",-0.79,0.31,0.94," 11 001000000 000"
"4","accountant",0.855,0.96,-0.5," 11 010000000 000"
"5","accused",-0.875,-1.335,0.12," 11 001000000 000"
"6","acid_head",-1.275,-1.73,0.955," 11 100000000 000"
"7","activist",1.405,1.04,1.86," 11 000100000 010"
"8","actor",1.22,1.2,1.39," 11 010000000 000"
"9","addict",-1.45,-2.245,0.33," 11 101001000 000"
"10","adolescent",1.14,-0.825,2.535," 11 100000010 000"
"11","adult",1.105,1.53,-0.29," 11 100000010 000"
"12","adulterer",-2.32,-0.09,0.31," 10 000000011 001"
"13","adulteress",-1.85,-0.25,0.87," 01 000000011 001"
"14","advertising_copy_writer",0.4,0.66,0.755," 11 010000000 000"
"15","advertising_executive",0.425,1.975,1.34," 11 010000000 000"
"16","advisor",1.525,1.36,-0.28," 11 110110000 000"
"17","african",1.46,0.09,0.855," 11 000100000 000"
"18","agnostic",0.455,0.075,0.4," 11 000000100 000"
"19","airline_pilot",1.81,2.12,0.24," 11 010000000 000"
"20","alcoholic",-1.565,-2.145,-1.125," 11 100001000 000"
"21","alderman",0.905,0.79,-0.74," 11 000100000 000"
"22","alien_(immigrant)",0.735,-1.38,0.165," 11 000100000 000"
"23","alumnus",0.99,0.9,-1.165," 11 000010000 000"
"24","amateur",0.865,-0.975,1.46," 11 100000000 000"
"25","anesthetist",0.975,0.905,-0.11," 11 000001000 001"
"26","angel_(mythical)",3.41,2.295,1.36," 11 100000100 000"
"27","ankle_biter",-0.38,-1.19,1.82," 11 100000000 000"
"28","anorexic",-1.29,-2.135,0.31," 11 000001000 100"
"29","antagonist",-1.12,0.8,0.455," 11 100000000 000"
"30","applicant",0.905,-0.975,1.02," 11 010010000 000"
"31","apprentice",1.34,-0.72,1.495," 11 010000000 000"
"32","architect",1.59,1.36,0.38," 11 010000000 000"
"33","ass",-1.7,-1.04,0.345," 11 100000000 000"
"34","assailant",-1.58,0.915,1.41," 11 001000000 001"
"35","assassin",-2.83,2.16,1.365," 11 001100000 001"
"36","assembly_line_worker",0.515,-1.47,-0.74," 11 010000000 000"
"37","assistant",1.5,-0.555,1.23," 11 110001000 000"
"38","astronaut",1.97,2.105,1.12," 11 000100000 000"
"39","atheist",0.27,-0.03,0.58," 11 000000100 000"
"40","athlete",1.655,1.76,2.48," 11 010010000 001"
"41","attorney_general",1.17,2.83,-1.055," 11 001100000 000"
"42","attorney",0.31,2.01,0.655," 11 001000000 000"
"43","auctioneer",0.785,0.685,0.965," 11 010000000 000"
"44","auditor_general",0.51,1.97,-1.115," 11 000100000 000"
"45","auditor",-0.775,1.525,-0.72," 11 010000000 000"
"46","aunt",2.24,0.485,-0.655," 01 000000010 000"
"47","auntie",2.4,0.345,-1.045," 01 000000010 000"
"48","australian",1.04,0.32,0.72," 11 000100000 000"
"49","austrian",0.855,0.26,0.195," 11 000100000 000"
"50","author",1.715,1.195,-0.745," 11 010010000 000"
"51","authority",0.29,2.58,-0.935," 11 011111100 000"
"52","autistic_person",0.885,-1.485,-0.27," 11 000001000 000"
"53","auto_mechanic",0.79,0.565,-0.135," 11 010000000 000"
"54","babe_(female)",1.845,0.685,2.635," 01 100000000 000"
"55","baby",2.805,-2.065,2.54," 11 100001010 001"
"56","babysitter",1.825,0.24,1.97," 11 000000010 011"
"57","bachelor",1.025,0.625,1.73," 10 000000011 000"
"58","backbencher",0.14,-0.5,-0.03," 11 000100000 000"
"59","backer",1.135,0.765,0.58," 11 110100000 000"
"60","bailiff",0.76,1.195,-0.685," 10 001000000 001"
"61","bailsman",0.455,0.605,-0.48," 11 001000000 000"
"62","baker",1.59,-0.185,-0.845," 11 010000000 000"
"63","ballet_dancer",1.49,-0.075,2.11," 11 010010000 000"
"64","bandit",-1.835,0.62,1.3," 11 001000000 000"
"65","bank_teller",1.155,0.06,0.28," 11 010000000 000"
"66","banker",0.84,1.165,-0.555," 11 010000000 001"
"67","barkeeper",1.315,0.78,1.335," 11 010000000 000"
"68","barmaid",1.17,-0.555,1.55," 01 010000000 000"
"69","bartender",1.51,0.67,1.51," 11 010000000 000"
"70","bean_counter",0.345,-1.6,-1.07," 11 110100000 000"
"71","beautician",1.665,-0.395,1.54," 11 010000000 001"
"72","beauty",1.78,0.94,2.25," 01 100000000 001"
"73","beggar",-0.74,-2.58,-1.385," 11 100000000 000"
"74","beginner",1.105,-1.915,1.16," 11 100000000 000"
"75","belgian",0.71,0.065,-0.095," 11 000100000 000"
"76","bellhop",1.195,-1.03,0.805," 11 010000000 000"
"77","big_shot",-0.885,1.035,1.185," 11 100000000 000"
"78","bigamist",-2.655,-0.165,-0.985," 11 001000011 011"
"79","bigfoot_(mythical)",0.665,1.79,-0.39," 11 100000000 000"
"80","bigot",-2.545,-0.68,-0.69," 11 100000000 000"
"81","bill_collector",-1.38,1.18,-0.465," 11 010000000 000"
"82","biologist",1.005,0.935,-0.32," 11 010010000 000"
"83","bisexual",0.88,-0.325,1.32," 11 000000001 001"
"84","bitch",-1.81,0.2,0.79," 01 100000000 000"
"85","blabbermouth",-1.495,-0.575,1.245," 11 100000000 000"
"86","black",1.49,0.54,0.875," 11 000100000 000"
"87","blacksmith",1.22,0.37,-1.24," 11 010000000 000"
"88","bleeder",-0.305,-1.215,-0.065," 11 000001000 011"
"89","blind_date",0.605,-0.165,1.56," 11 000000001 001"
"90","bloc_quebecois",-0.63,0.585,-0.53," 11 000100000 000"
"91","blockhead",-0.61,-0.95,-0.345," 11 100000000 000"
"92","blonde",1.435,-0.18,1.645," 01 100000001 000"
"93","blood_donor",3.045,1.33,0.94," 11 000001000 001"
"94","boarder",0.525,-0.5,0.75," 11 010000000 000"
"95","bodyguard",1.45,2.395,1.42," 11 001100000 001"
"96","bohemian",0.805,0.01,0.67," 11 100000000 000"
"97","bonehead",-0.76,-1.27,0.145," 11 100000000 000"
"98","boob",0.285,-0.815,-0.04," 11 100000000 000"
"99","bookie",-0.77,1.635,0.065," 11 011000000 000"
"100","bookkeeper",0.92,-0.125,-1.205," 11 010000000 000"
"101","bookworm",1.085,-0.355,-0.915," 11 000010000 000"
"102","boor",-1.375,-0.545,-1.285," 11 100000000 000"
"103","bosnian",0.585,-0.42,-0.115," 11 000100000 000"
"104","boss",0.215,2.48,-0.77," 11 010000000 000"
"105","bouncer",-0.08,2.03,1.73," 10 010000000 001"
"106","boxer",0.51,2,2.04," 10 010000000 001"
"107","boy_scout",1.725,-0.555,2.39," 10 100000000 000"
"108","boy",1.1,-0.465,2.32," 10 100000010 000"
"109","boyfriend",1.93,1.025,1.905," 10 000000001 001"
"110","braggart",-1.175,-0.9,0.745," 11 100000000 000"
"111","brain",1.66,1.92,0.82," 11 000010000 000"
"112","brat",-1.79,-0.87,2.09," 11 100000010 000"
"113","breadwinner",1.455,1.87,0.58," 11 000000010 000"
"114","bricklayer",0.95,0.4,-0.39," 11 010000000 000"
"115","briton",0.86,0.315,0.07," 11 000100000 000"
"116","broad",0.2,-0.455,0.78," 01 100000000 000"
"117","brother_in_law",1.27,0.59,1.015," 10 000000010 000"
"118","brother",1.93,1.175,1.69," 10 000000010 000"
"119","brunette",1.25,0.195,1.085," 01 100000001 000"
"120","brute",-1.565,1.16,-0.04," 10 100000000 001"
"121","buddhist",1.385,0.685,-0.62," 11 000000100 000"
"122","buddy",2.395,1.095,1.875," 11 100000000 000"
"123","buffoon",-1.275,-1.35,-0.155," 11 100000000 000"
"124","building_contractor",1.045,1.53,-0.185," 11 010000000 000"
"125","bulimic",-0.905,-2.275,1.015," 11 000001000 100"
"126","bulldozer_operator",0.675,0.41,-0.555," 11 010000000 000"
"127","bully",-2.145,1.42,1.445," 11 100000000 001"
"128","bum",-0.415,-2.605,-1.65," 11 100000000 000"
"129","bumpkin",0.125,-1.385,-0.45," 11 100000000 000"
"130","burglar",-2.435,0.505,0.87," 11 011000000 000"
"131","bus_driver",0.935,-0.305,-0.78," 11 010000000 000"
"132","busboy",0.895,-1.26,1.47," 10 010000000 000"
"133","busybody",-0.075,0.025,1.44," 11 100000000 000"
"134","butch",-0.86,0.84,0.46," 01 100000001 000"
"135","butcher",0.815,0.265,-0.78," 11 010000000 000"
"136","butterfingers",-0.2,-1.09,0.26," 11 100000000 000"
"137","bystander",0.545,-0.11,0.035," 11 100000000 000"
"138","c.e.o._(chief_executive_officer)",0.63,3.155,-0.555," 11 010000000 000"
"139","cad",-0.475,-0.105,-0.135," 10 100000000 000"
"140","call_girl",-0.755,-0.975,1.955," 01 000000001 001"
"141","captive",-0.155,-2.805,-0.155," 11 001100000 001"
"142","card",1.075,0.15,0.655," 11 100000000 000"
"143","carpenter",1.345,0.74,-0.175," 11 010000000 000"
"144","cashier",0.975,-1.095,0.23," 11 010000000 000"
"145","celebrity",1.02,2.25,1.485," 11 110000000 000"
"146","center_(hockey)",1.425,2.07,2.42," 10 110000000 000"
"147","chambermaid",1.045,-1.24,0.21," 01 010000000 000"
"148","champion",1.76,1.925,1.815," 11 100010000 001"
"149","chap",1.79,0.07,0.735," 10 100000000 000"
"150","chaperone",0.435,0.73,-1.36," 11 000000010 000"
"151","chatterbox",0.265,-0.33,1.875," 11 100000000 000"
"152","cheerleader",1.27,-0.24,2.795," 11 010010000 000"
"153","chef",1.735,0.79,0.225," 11 010000000 000"
"154","chemist",0.86,0.86,-0.685," 11 010010000 000"
"155","chick",1.41,-0.305,2.34," 01 100000000 000"
"156","chief_justice_of_the_supreme_court",1.235,3.285,-2.305," 11 001000000 000"
