"","term","E","P","A","instcodes"
"266","matriarch",1.09,1.36,0.37," 01 000000010 000"
"267","mental_case",-1.26,-1.4,-0.16," 11 100001000 000"
"268","merchant",0.88,0.8,0.8," 11 010000000 000"
"269","millionaire",1.09,2.89,1.23," 11 010000000 000"
"270","minister",2.43,1.75,-0.18," 11 000000100 000"
"271","miser",-1.36,-0.7,-0.46," 11 100000000 000"
"272","mistress",-2.15,-0.83,-0.06," 01 000000001 001"
"273","mobster",-2.53,2.16,1.75," 10 011000000 000"
"274","moron",-1.65,-2.33,-1.09," 11 100000000 000"
"275","mother_in_law",1.52,0.94,1.05," 01 000000010 000"
"276","mother",3.12,2.98,1.44," 01 000000010 001"
"277","mourner",-1.21,-1.99,-2.53," 11 000000100 100"
"278","mouthpiece",0.76,0.05,-0.42," 11 001000000 000"
"279","mugger",-3.05,-0.33,1.07," 10 001000000 001"
"280","murderer",-3.67,1.42,0.81," 11 001000000 001"
"281","murderess",-3.53,0.29,0.16," 01 001000000 000"
"282","nark",-1.59,-0.19,0.37," 11 001000000 000"
"283","native_american",1.33,0.39,0.32," 11 000100000 000"
"284","navy_enlistee",1.9,1.47,1.76," 11 000100000 001"
"285","navy_officer",1.38,1.77,1.23," 11 000100000 001"
"286","navy_reservist",1.73,1.83,0.81," 11 000100000 001"
"287","negotiator",1.99,2.14,0.98," 11 010100000 000"
"288","neighbor",1.69,0.3,0.4," 11 100000000 000"
"289","nephew",1.92,0.39,1.52," 10 000000010 000"
"290","neurotic",-1.27,-0.94,1.79," 11 000001000 000"
"291","newlywed",2.81,1.77,1.97," 11 000000011 000"
"292","niece",2.63,0.57,1.4," 01 000000010 000"
"293","nobody",-1.49,-2.33,-2.51," 11 100000000 000"
"294","non_smoker",2.4,1.55,0.18," 11 100001000 000"
"295","novice",1.17,0.1,-0.12," 11 010100100 000"
"296","nurse",2.86,1.51,0.2," 11 000001000 001"
"297","nut",0.33,-0.56,0.85," 11 100000000 000"
