"","term","E","P","A","instcodes"
"186","lobbyist",-2.08,1.6,1.42," 11 000100000 000"
"187","loser",-1.49,-2.54,-2.035," 11 100000000 000"
"188","lout",-3.05,1.59,2.37," 11 100000000 000"
"189","lover_(female)",1.705,-0.26,0.71," 01 000000001 001"
"190","lover_(male)",1.24,1.545,1.195," 10 000000001 001"
"191","macho_male",-2.375,0.01,1.255," 10 100000001 000"
"192","mafioso",-2.785,1.945,0.465," 10 011000000 000"
"193","maiden",1.865,-1.985,-0.935," 01 100000000 000"
"194","malcontent",-3.16,-1.275,0.465," 11 110010000 000"
"195","malingerer",-2.435,-1.42,0.05," 11 110010000 000"
"196","mama's_boy",-1.67,-2.93,-2.485," 10 000000010 000"
"197","man",0.995,2.075,1," 10 100000001 000"
"198","manager",-1.24,2.3,1.705," 11 010000000 000"
"199","manageress",0.425,1.94,2.325," 01 010000000 000"
"200","masochist",-1.765,-0.2,0.235," 11 000000001 100"
"201","mayor",-0.17,1.835,0," 11 000100000 000"
"202","mental_case",-1.675,-0.95,0.98," 11 100001000 000"
"203","merchant",0.25,1.005,1.8," 11 010000000 000"
"204","millionaire",-0.04,1.655,0.49," 11 010000000 000"
"205","minister",-0.255,1.07,0.08," 11 000000100 000"
"206","miser",-3.05,-0.66,-0.4," 11 100000000 000"
"207","misfit",-0.6,-1.53,-1.69," 11 100000000 000"
"208","moron",-2.725,-0.055,0.38," 11 100000000 000"
"209","mother_(rude)",-1.96,0.28,0.805," 01 100000010 000"
"210","mother_in_law",0.005,0.86,0.88," 01 000000010 000"
"211","mother",2.755,1.39,0.35," 01 000000010 001"
"212","mugger",-3.09,1.55,1.78," 10 001000000 001"
"213","murderer",-3.58,1.68,0.685," 11 001000000 001"
"214","murderess",-3.17,0.39,0.41," 01 001000000 000"
"215","muslim",0.34,0.2,0.045," 11 000000000 000"
"216","nark",-3.205,-1.01,-1.05," 11 001000000 000"
"217","negotiator",-0.36,0.295,-0.295," 11 010100000 000"
"218","neighbor",0.895,0.3,0.115," 11 100000000 000"
"219","neurotic",-1.775,-1.135,1.24," 11 000001000 000"
"220","newsboy",1.21,-1.035,1.875," 10 010000000 000"
"221","non_smoker",1.865,0.255,0.105," 11 100001000 000"
"222","nurse",2.165,0.53,0.735," 11 000001000 001"
"223","nursemaid",1.765,-0.78,0.24," 01 000000010 001"
"224","offender",-2.525,1.345,0.79," 11 001000000 000"
"225","officer",-0.17,1.825,0.98," 11 001100000 000"
"226","old_timer",1.375,0.89,-0.915," 11 100000000 100"
"227","old_geezer",-1.2,-0.565,-1.9," 10 100000000 100"
"228","opponent",-2.165,1.765,1.315," 11 100100000 000"
"229","opportunist",-2.41,-0.375,0.785," 11 110100000 000"
"230","organizer",0.555,1.645,1.815," 11 110100100 000"
"231","outlaw",-1.295,-0.765,-0.935," 11 001000000 000"
"232","pal",2.915,1.755,0.995," 11 100000000 000"
"233","partner",3.155,2.505,-0.235," 11 111000001 000"
"234","passer_by",0.27,-0.33,0.065," 11 100000000 000"
"235","pastor",0.855,0.57,-1.53," 11 000000100 000"
"236","patient_(female)",0.13,-1.5,-1.23," 11 000001000 000"
"237","patient",-0.3,-1.91,-1.835," 11 000001000 001"
"238","patriot",-0.665,1.26,0.925," 11 000100000 000"
"239","patrolman",-0.055,1.175,0.185," 11 001000000 001"
"240","pauper",-0.69,-1.76,-1.52," 11 010000000 000"
"241","pedestrian",1.195,-0.545,-0.35," 11 100000000 000"
