"","term","E","P","A"
"1","chat",2.24,1.355,1.335
"2","crosspost",-0.295,0.3,0.65
"3","cybersex",-0.61,-0.28,0.345
"4","email",3.275,2.705,1.925
"5","flame",-1.88,-0.035,1.215
"6","flamebait",-1.91,-0.515,0.535
"7","ignore",-0.55,0.6,-0.375
"8","mailbomb",-2.965,0.255,0.96
"9","post",2.07,1.585,1.15
"10","shout",-1.555,-0.29,1.13
"11","spam",-3.115,-0.135,1.235
"12","surf_the_web",2.7,2.265,1.585
