"","term","E","P","A","instcodes"
"1","academic",1.16,1.04,-0.32," 11 000010000 000"
"2","accomplice",-0.67,0.11,0.96," 11 001000000 000"
"3","accountant",0.59,0.3,-0.68," 11 010000000 000"
"4","accused",-1.12,-0.68,0.44," 11 001000000 000"
"5","acid_head",-1.64,-1.92,1.46," 11 100000000 000"
"6","actor",0.88,0.46,1," 11 010000000 000"
"7","addict",-1.52,-1.88,0.6," 11 101001000 000"
"8","adolescent",0.08,-0.92,2.19," 11 100000010 000"
"9","adult",1.08,1.31,-0.65," 11 100000010 000"
"10","adulterer",-1.57,0.76,0.9," 10 000000011 001"
"11","adulteress",-1.25,0.7,0.96," 01 000000011 001"
"12","advisor",1.52,1.37,-0.67," 11 110110000 000"
"13","african",0.27,0.15,0.69," 11 000100000 000"
"14","airline_pilot",1.05,1.53,0.68," 11 010000000 000"
"15","alcoholic",-1.84,-1.56,-0.64," 11 100001000 000"
"16","alderman",0.25,0.93,-0.32," 11 000100000 000"
"17","alumnus",0.63,0.67,-0.33," 11 000010000 000"
"18","amateur",0.56,-0.16,0.48," 11 100000000 000"
"19","anesthetist",1.11,0.46,-0.52," 11 000001000 001"
"20","applicant",0.59,-0.69,0.24," 11 010010000 000"
"21","apprentice",0.88,-0.96,0.84," 11 010000000 000"
"22","architect",0.59,0.7,-0.04," 11 010000000 000"
"23","ass",-1.41,-1.12,0.73," 11 100000000 000"
"24","assailant",-2.76,1.97,1.72," 11 001000000 001"
"25","assassin",-3.04,2.54,1.5," 11 001100000 001"
"26","assistant",0.96,-0.16,0.75," 11 110001000 000"
"27","athlete",1,1.58,2.04," 11 010010000 001"
"28","attorney_general",0.74,2.26,-0.74," 11 001100000 000"
"29","attorney",0.66,1.69,0.83," 11 001000000 000"
"30","auctioneer",0.17,1.17,1.58," 11 010000000 000"
"31","auditor_general",0.33,1.72,-0.94," 11 000100000 000"
"32","auditor",-0.11,1.04,-0.04," 11 010000000 000"
"33","aunt",1.77,-0.09,-1.14," 01 000000010 000"
"34","auntie",1.59,-0.69,-1.44," 01 000000010 000"
"35","australian",1.04,0.29,0.37," 11 000100000 000"
"36","austrian",1.04,0.37,0.33," 11 000100000 000"
"37","author",0.77,0.46,-0.4," 11 010010000 000"
"38","authority",0.35,2.12,-0.35," 11 011111100 000"
"39","auto_mechanic",0.62,0.44,0.56," 11 010000000 000"
"40","babe_(female)",2,-1.56,1.27," 01 100000000 000"
"41","baby",1.32,-2.05,1.55," 11 100001010 001"
"42","babysitter",1.87,0.03,0.4," 11 000000010 011"
"43","bachelor",1.09,0.83,1," 10 000000011 000"
"44","backbencher",0.33,-0.28,-1," 11 000100000 000"
"45","backer",0.82,1.64,0.45," 11 110100000 000"
"46","bailiff",-0.03,0.41,-0.52," 10 001000000 001"
"47","bailsman",0.19,0.35,-0.55," 11 001000000 000"
"48","baker",1.36,-0.08,-0.85," 11 010000000 000"
"49","bandit",-1.89,1.33,1.65," 11 001000000 000"
"50","bank_teller",0.74,-0.7,-0.33," 11 010000000 000"
"51","banker",0.09,1.91,-0.77," 11 010000000 001"
"52","barkeeper",0.89,0.37,-0.05," 11 010000000 000"
"53","barmaid",1.05,-0.23,1.23," 01 010000000 000"
"54","bartender",1.38,0.86,0.55," 11 010000000 000"
"55","beauty",1.7,0.19,1.3," 01 100000000 001"
"56","beggar",-1,-2.46,-1.36," 11 100000000 000"
"57","beginner",0.63,-0.68,1.11," 11 100000000 000"
"58","belgian",0.69,0.46,-0.15," 11 000100000 000"
"59","bellboy",0.7,-1.13,0.74," 10 010000000 000"
"60","bellhop",1.08,-1.08,1.48," 11 010000000 000"
"61","bellman",1.28,-0.2,-0.61," 10 010000000 000"
"62","big_shot",-1.07,1.34,1.41," 11 100000000 000"
"63","bigamist",-2.08,0.56,0.92," 11 001000011 011"
"64","bigot",-2.44,-0.25,0.44," 11 100000000 000"
"65","bill_collector",-0.88,0.92,0.5," 11 010000000 000"
"66","bisexual",-0.41,-0.23,0.45," 11 000000001 001"
