"","term","E","P","A","instcodes"
"1","abandon",-2.74,0.01,0.74," 01 111111110 000"
"2","abuse",-2.94,1.03,1.765," 10 101000011 100"
"3","acclaim",1.68,0.775,0.145," 10 000100000 010"
"4","accommodate",2.135,0.65,-0.115," 10 111111111 000"
"5","accuse",-1.52,1,1.065," 10 111111111 010"
"6","address",1.285,0.54,0.165," 10 111111110 010"
"7","admire",1.675,0.525,-0.065," 01 111111111 100"
"8","admonish",-0.78,1.13,0.65," 10 011111111 000"
"9","adopt",2.41,1.045,0.33," 10 000000010 010"
"10","adore",2.21,0.75,0.48," 01 000000111 000"
"11","advise",1.56,1.675,0.045," 10 011111110 000"
"12","affront",-0.98,1.04,0.885," 01 111111111 000"
"13","aggravate",-1.78,0.565,1.11," 01 111111111 100"
"14","agitate",-1.625,1.17,1.41," 01 111111111 100"
"15","agree_with",1.085,0.08,-0.125," 10 111111111 000"
"16","aid",2.715,1.295,0.58," 10 111111111 000"
"17","alert",2.055,1.015,0.875," 10 010101000 000"
"18","alienate",-2.255,0.565,0.455," 01 111111110 010"
"19","amaze",1.295,1.305,0.99," 01 111111111 000"
"20","amuse",2.22,1.155,1.15," 11 111111111 100"
"21","analyze",0.07,0.815,-0.58," 10 011111110 100"
"22","anger",-1.645,1.1,1.42," 01 111111111 000"
"23","annihilate",-2.945,2.12,1.505," 10 000100000 001"
"24","annoy",-1.78,0.555,1.08," 01 111111111 000"
"25","answer",1.355,0.435,0.1," 10 111111111 000"
"26","antagonize",-1.815,0.81,1.42," 01 111111111 000"
"27","ape",-1.07,0.285,1.365," 01 100000000 010"
"28","apologize_to",2.245,1.34,-0.535," 10 111111111 000"
"29","appeal_to",2.035,0.925,0.635," 10 111111111 000"
"30","appease",1.085,0.29,-0.865," 10 011110110 000"
"31","applaud",2.075,0.8,0.94," 10 111111111 010"
"32","appoint",1.215,1.885,0.135," 10 000100000 010"
"33","appreciate",2.45,1.2,-0.465," 01 111111101 000"
"34","apprehend",-0.125,1.425,1.415," 10 001000000 001"
"35","approach",1.345,1.145,0.9," 10 111111111 010"
"36","approve_of",1.54,1.31,0.25," 01 111111111 100"
"37","argue_with",-0.93,0.875,1.685," 10 111111111 000"
"38","arm",-1.575,0.915,0.98," 10 001100000 110"
"39","arouse",0.955,1.545,1.33," 01 000000001 101"
"40","arrest",-0.17,2.2,1.605," 10 001000000 001"
"41","ask",1.37,0.385,0.275," 10 111111111 000"
"42","ask_about",1.04,0.03,0.065," 01 111111111 010"
"43","assail",-1.455,1.46,1.34," 10 001100110 001"
"44","assault",-2.95,1.44,1.835," 10 001000000 001"
"45","assist",2.8,1.14,0.245," 10 111111111 000"
"46","astonish",0.795,1.835,1.615," 01 111111111 000"
"47","astound",0.54,1.15,1.555," 01 111111111 000"
"48","attack",-2.855,1.515,1.87," 10 001100010 001"
"49","authorize",0.59,1.955,0.445," 10 011111100 010"
"50","avoid",-1.185,-0.805,-0.265," 01 111111110 010"
"51","awake",-0.215,0.105,0.39," 10 100000000 000"
"52","awe",1.05,1,0.59," 01 111111111 000"
"53","baby",-0.235,-0.155,-0.475," 10 000000010 100"
"54","back",1.865,1.56,0.73," 10 010100000 010"
"55","badger",-1.815,0.5,1.23," 10 111111111 100"
"56","bait",-1.38,0.91,0.93," 01 111100100 000"
"57","bamboozle",-1.66,1.16,1.105," 01 111100100 000"
"58","baptize",1.82,0.665,-0.56," 10 000000100 000"
"59","bawl_out",-1.43,1.855,1.405," 10 111111111 000"
