"","term","E","P","A","instcodes"
"331","hoodlum",-2.35,0.91,1.53," 10 001000000 000"
"332","hooker",-1.03,-0.54,1.58," 01 011000001 001"
"333","hooligan",-2.17,0.07,1.71," 10 100000000 001"
"334","host",1.2,1.1,0.28," 10 100000000 000"
"335","hostage",-0.06,-1.94,-0.73," 11 001100000 001"
"336","hostess",1.44,0.36,0.38," 01 100000000 000"
"337","hothead",-1.86,-0.2,2.1," 11 100000000 000"
"338","hotshot",-1.76,-0.27,1.75," 11 100000000 000"
"339","house_guest",0.93,-0.35,-0.37," 11 000000010 000"
"340","housebreaker",-2.2,0.05,1.28," 11 001000000 000"
"341","housekeeper",0.77,-0.56,-0.86," 11 010000010 000"
"342","housekeeper",0.9,-0.47,-0.81," 11 010000010 000"
"343","housemaid",0.97,-0.6,-0.56," 01 010000010 000"
"344","housewife",1.07,-0.38,0.41," 01 000000010 000"
"345","hunchback",-0.43,-0.95,-1.57," 11 000001000 000"
"346","husband",1.18,1.59,0.62," 10 000000011 001"
"347","hussy",-1.25,-0.38,1.49," 01 000000001 001"
"348","hypochondriac",-1.46,-1.91,-0.57," 11 000001000 000"
"349","hypocrite",-2.46,-1.85,0.12," 11 100000000 000"
"350","idiot",-0.98,-1.75,-0.19," 11 100000000 000"
"351","ignoramus",-1.55,-1.16,-0.3," 11 100010000 000"
"352","imbecile",-1.42,-1.59,-0.1," 11 100000000 000"
"353","imp",-0.44,-1.27,1.39," 11 100000000 000"
"354","in_law",0.74,0.39,-0.37," 11 000000010 000"
"355","infant",1.22,-3.07,2.6," 11 000001010 001"
"356","informant",-1.04,0.1,0.51," 11 001100000 000"
"357","informer",-1.55,-0.53,0.32," 11 001000000 000"
"358","inmate",-1.24,-1.27,0.18," 11 001000000 001"
"359","innocent",1.1,-0.8,0.32," 11 100000000 000"
"360","insider",0.48,0.63,0.1," 11 010100000 000"
"361","inspector",0.57,1.57,-0.49," 11 001000000 001"
"362","instructor",0.8,1.44,0.14," 11 000010000 000"
"363","insurance_agent",-0.22,0.09,0.63," 11 010000000 000"
"364","intern",1.07,0.15,1.1," 11 000001000 001"
"365","intimate",1.53,0.92,0.11," 11 000000001 001"
"366","introvert",-0.53,-1.36,-1.57," 11 100000000 000"
"367","invalid",-0.57,-2.31,-1.36," 11 000001000 001"
"368","jackass",-1.74,-1.02,0.98," 11 100000000 000"
"369","janitor",0.86,-0.9,-1.27," 11 010000000 000"
"370","jerk",-2.05,-1.08,1.21," 11 100000000 000"
"371","jeweler",0.51,0.23,-0.54," 11 010000000 000"
"372","jock",0.23,1.37,1.97," 11 000010000 000"
"373","judge",0.9,2.35,-1.72," 11 001000000 000"
"374","junkie",-2.34,-2.05,0.96," 11 101000000 000"
"375","juror",0.73,1.38,-0.66," 11 001000000 001"
"376","juvenile",-0.72,-0.71,2.17," 11 001000010 000"
"377","kid",0.56,-0.66,2.36," 11 100000000 000"
"378","killjoy",-1.63,0.19,-0.28," 11 100000000 000"
"379","klutz",-0.72,-1.47,0.32," 11 100000000 000"
"380","kook",-0.53,-1,0.98," 11 100000000 000"
"381","lad",1.06,-0.45,2.05," 10 100000000 000"
"382","lady",1.7,0.3,-0.02," 01 100000000 000"
"383","lady_killer",-0.63,0.91,1.48," 10 000000001 000"
"384","landlady",0.25,0.7,-0.89," 01 010000000 000"
"385","landlord",-0.21,0.96,-0.97," 10 010000000 000"
"386","lass",1.69,-0.85,1.45," 01 100000000 000"
"387","law_breaker",-1.95,-0.19,0.83," 11 001000000 000"
"388","lawyer",0.85,1.56,0.05," 11 001000000 000"
"389","lecher",-2.2,-1.47,-0.05," 10 000000001 000"
"390","lesbian",-1.29,-0.14,0.89," 01 000000001 000"
"391","liar",-2.22,-1.05,0.91," 11 100000000 000"
"392","librarian",0.39,0.18,-1.54," 11 000010000 000"
"393","library_assistant",0.66,-0.58,-0.61," 11 000010000 000"
"394","lifer",-1.05,-1.04,-0.61," 11 001000000 000"
"395","linebacker",0.15,2.06,1.92," 10 010010000 001"
"396","lineman",0.46,2.07,1.5," 10 010010000 001"
"397","loafer",-1.55,-1.82,-1.29," 11 110000000 000"
"398","loan_shark",-2,0.95,0.95," 11 010000000 000"
"399","lodger",0.71,-0.19,-0.12," 11 010000000 000"
"400","loner",0.03,-0.2,-1.19," 11 100000000 000"
"401","longshoreman",-0.13,1.19,0.81," 11 010000000 000"
"402","look_out",0.49,0.48,0.6," 11 101000000 000"
"403","louse",-1.88,-1.04,0.28," 11 100000000 000"
"404","lout",-1.86,-0.9,0.44," 11 100000000 000"
"405","lover",1.84,1.51,0.89," 11 000000001 001"
"406","lunatic",-1.97,-0.61,1.33," 11 100001000 000"
"407","lush",-0.94,-1.35,0.52," 11 100000000 000"
"408","madman",-2.04,0.3,0.54," 10 100001000 000"
"409","mafioso",-1.78,2.09,0.31," 10 011000000 000"
"410","magician",1.09,0.72,1.1," 11 010000100 000"
"411","maid",0.58,-0.79,-0.39," 01 010000000 000"
"412","maiden",1.64,-1.14,1.08," 01 100000000 000"
"413","mail_carrier",0.94,-0.01,-0.49," 11 010000000 000"
"414","mailman",1.26,-0.08,-0.75," 10 010000000 000"
"415","man",1.08,1.07,0.56," 10 100000001 000"
"416","manager",0.59,1.32,0.14," 11 010000000 000"
"417","maniac",-1.98,0.4,1.82," 11 100001000 001"
"418","mastermind",0.51,1.91,0.14," 11 001100000 000"
"419","mate",2.26,1.28,1.16," 11 100000001 001"
"420","maverick",0.64,1.18,1.97," 11 100000000 000"
"421","medic",1.6,1.25,0.67," 11 000001000 000"
"422","midget",0.14,-1.23,0.37," 11 100000000 000"
"423","miner",0.06,0.27,0.3," 10 010000000 000"
"424","minister",1.24,1.52,-0.48," 11 000000100 000"
"425","minor",0.37,-1.04,1.68," 11 001000000 000"
"426","miser",-1.91,-0.23,-1.44," 11 100000000 000"
"427","miss",0.8,-0.35,1.26," 01 100000001 000"
"428","mistress",-0.22,-0.73,1.19," 01 000000001 001"
"429","mobster",-2.23,1.83,0.95," 10 011000000 000"
"430","moron",-1.55,-1.83,-0.29," 11 100000000 000"
"431","mother",2.52,1.5,-0.13," 01 000000010 001"
"432","mother_(my)",2.52,1.54,0.16," 01 000000010 000"
"433","mourner",-0.77,-1.23,-1.44," 11 000000100 100"
"434","mouthpiece",-0.52,-0.48,0.56," 11 001000000 000"
"435","mugger",-2.88,0.34,1.79," 10 001000000 001"
"436","musician",1.01,0.28,0.53," 11 010010000 000"
"437","myself_as_i_really_am",1.98,1.23,1.33," 11 100000000 110"
"438","i_myself_as_others_see_me",1.41,1.38,1.43," 11 100000000 101"
"439","nark",-0.47,1.23,0.92," 11 001000000 000"
"440","neighbor",1.46,0.31,-0.05," 11 100000000 000"
"441","nephew",0.85,-0.3,1.11," 10 000000010 000"
"442","neurotic",-1.39,-1.09,0.19," 11 000001000 000"
"443","newcomer",0.77,-0.74,0.31," 11 100000000 000"
"444","newsboy",0.6,-1.32,1.62," 10 010000000 000"
"445","niece",1.31,-0.6,1.33," 01 000000010 000"
"446","night_watchman",0.54,-0.01,-1.09," 10 011000000 000"
"447","ninny",-0.98,-1.03,-0.07," 11 100000000 000"
"448","nitwit",-1.32,-1.57,0.57," 11 100000000 000"
"449","nobody",-0.64,-2,-1.35," 11 100000000 000"
"450","nonconformist",0.8,0.6,1.46," 11 100000000 000"
"451","novice",0.48,-0.73,1.23," 11 010100100 000"
