"","term","E","P","A","instcodes"
"1","sad",-2.22,-1.07,-1.82," 10 100000000 000"
"2","fearful",-1.63,-1.38,-0.27," 10 100000000 000"
"3","angry",-1.77,-0.7,1.34," 10 100000000 000"
"4","happy",3.58,2.8,2.5," 10 100010000 000"
"5","alarmed",-1.52,-0.49,0.73," 10 100000000 000"
"6","disgusted",-2.18,-0.4,-0.44," 10 100010000 000"
