"","term","E","P","A","instcodes"
"157","sermon",1.16,1.335,-1.145," 01 000000100 000"
"158","shopping_center",1.175,0.41,1.95," 10 010000000 100"
"159","shower_room",0.69,-0.495,0.175," 10 100000000 101"
"160","skid_row",-2.22,-0.185,0.14," 10 100000000 100"
"161","slaughterhouse",-2.4,0.915,1.295," 10 010000000 000"
"162","slum",-2.55,-1.08,-0.08," 10 100000000 100"
"163","sorority_house",1.055,0.915,2.39," 10 000010000 000"
"164","soup_kitchen",1.26,-0.265,0.73," 10 100000000 000"
"165","squad_car",0.08,1.595,1.6," 10 001000000 001"
"166","store",1.135,-0.00499999999999999,0.27," 10 010000000 000"
"167","street_fair",1.79,0.895,2," 11 110000000 000"
"168","street",0.77,0.59,1.145," 10 100000000 100"
"169","subway",-0.305,1.42,2.405," 10 100000000 100"
"170","sunday_school",1.375,0.6,-0.48," 11 100000100 000"
"171","supermarket",1.545,0.395,1.445," 10 010000000 000"
"172","sweatshop",-3.18,0.59,1.755," 10 010000000 000"
"173","swimming_hole",1.54,-0.42,1.33," 10 100000000 000"
"174","tavern",1.14,0.17,1.055," 10 010000000 000"
"175","taxi",0.605,-0.685,0.43," 10 010000000 000"
"176","temple",1.565,1.835,-1.775," 10 000000100 100"
"177","tennis_court",1.25,-0.055,1.445," 10 100000000 000"
"178","tent",1.26,-0.855,-0.885," 10 100000010 101"
"179","test",-1.435,1.09,-0.7," 01 000011000 000"
"180","thanksgiving_day",2.255,1.09,0.605," 01 100000010 000"
"181","theater",2.28,0.64,0.355," 10 010010000 000"
"182","topless_bar",0.28,0.645,2.29," 10 010000001 000"
"183","town_hall",1,1.195,-0.405," 10 001100000 000"
"184","town_meeting",0.58,1.315,0.575," 01 000100000 010"
"185","train_station",1.15,1.14,1.645," 10 010000000 000"
"186","vacation",3.1,1.29,0.86," 01 100000000 100"
"187","village",1.765,0.105,-0.575," 10 100000000 000"
"188","waiting_room",-1.305,-1.12,-1.23," 10 001001000 100"
"189","wartime",-3.38,2.925,2.58," 01 000100000 001"
"190","washroom",0.93,-0.525,-0.5," 10 100000000 000"
"191","wedding_night",2.94,1.92,1.99," 01 000000001 001"
"192","wedding_reception",2.895,1.74,2.105," 10 000000010 000"
"193","wedding",2.805,2.02,1.11," 01 000000111 000"
"194","week_night",0.615,-0.36,-0.56," 01 100000000 100"
"195","weekend",2.455,1.43,1.93," 01 100000000 100"
"196","welfare_office",-0.22,0.305,-0.025," 10 001000000 000"
"197","whorehouse",-2.2,0.645,1.975," 10 010000001 001"
"198","wilderness",2.295,1.74,-1.16," 10 100000000 100"
"199","worship_service",1.16,1.515,-1.3," 01 000000100 000"
"200","zoo",2.235,0.975,1.775," 10 100000000 000"
