"","term","E","P","A"
"674","pharmacist",2.19,1.48,0.37
"675","philanthropist",2.81,2.08,0.77
"676","philosopher",1.77,0.75,-1.06
"677","phony",-2.63,-1.6,0.68
"678","photographer",1.82,0.71,0.49
"679","physician",2.43,2.19,1.23
"680","physicist",1.9,1.44,-0.14
"681","pickpocket",-2.87,-0.28,0.05
"682","pimp",-2.77,1.31,1.61
"683","plaintiff",0.33,0.41,0.5
"684","playboy",-0.94,0.8,1.97
"685","plumber",1.6,0.7,0.62
"686","police_officer",1.84,2.57,1.97
"687","policeman",1.81,2.63,2.09
"688","policewoman",1.54,2.08,1.67
"689","political_scientist",0.91,0.95,0.51
"690","politician",-0.59,1.9,1.5
"691","polymath",0.8,0.88,0.42
"692","pornographer",-0.93,0.07,1.4
"693","poser",-1.86,-1.06,0.8
"694","postmaster",1.62,0.93,0.83
"695","pothead",-1.23,-1.83,-2.07
"696","preacher",1.35,1.54,1.11
"697","president",0.85,2.96,1.99
"698","priest",1.83,1.76,-0.49
"699","principal",1.53,2.09,0.87
"700","prisoner",-2.01,-2.18,-0.8
"701","private_eye",0.94,1.38,-0.5
"702","probation_officer",1.08,2.11,0.92
"703","probationer",0.1,0.11,0.4
"704","prodigy",2.32,1.65,0.98
"705","professional",2.1,1.91,1.24
"706","professor",2.2,1.92,0.66
"707","project_manager",1.24,1.92,1.68
"708","prosecuting_attorney",0.69,2.16,1.88
"709","prosecutor",1.06,2.39,1.76
"710","prostitute",-1.11,-1.31,1.69
"711","prude",-0.7,-0.78,-1.03
"712","psychiatric_patient",-0.36,-1.7,0.06
"713","psychiatrist",1.55,1.54,-0.76
"714","psychoanalyst",1.17,1.06,-0.54
"715","psychologist",1.89,1.76,-0.4
"716","psychopath",-3.16,0.66,0.99
"717","psychotic",-2.56,-0.38,1.78
"718","public_relations_specialist",0.89,1.44,1.71
"719","punk",-1.22,-0.51,1.82
"720","pupil",1.6,-0.51,0.32
"721","puritan",0.49,-0.3,-0.62
"722","pusher",-2.14,0.8,1.69
"723","quack",-1.97,-0.68,1.21
"724","queer",0.28,-0.33,0.24
"725","rabbi",1.79,1.45,-0.2
"726","racist",-3.31,-1.52,1.77
"727","racketeer",-2.14,1.52,1.7
"728","radio_and_television_announcer",1.19,1.45,2.28
"729","railroad_conductor",1.84,1.23,1.41
"730","railroad_engineer",1.97,1.54,1.2
"731","rake",0.7,-0.25,0.18
"732","rancher",1.61,1.09,1.74
"733","rapist",-3.86,0.84,1.92
"734","rat",-1.66,-1.54,1.13
"735","real_estate_agent",0.71,1.15,1.6
"736","receptionist",1.35,-0.19,0.92
"737","redneck",-0.6,-0.38,1.27
"738","referee",1.28,2.14,1.87
"739","relation",1.75,1.01,0.34
"740","relative",1.76,0.46,0.51
"741","reporter",0.93,1.53,2.13
"742","republican",-0.79,0.91,0.78
"743","researcher",2.25,1.08,-0.36
"744","reservist",1.27,0.22,-0.27
"745","restaurant_operator",1.45,1.48,2.1
"746","retailer",1.16,1.17,1.53
"747","retiree",1.55,-0.38,-1.25
"748","ringleader",0.08,2.44,2.01
"749","rival",-0.82,1.22,1.23
"750","robber",-3.11,0.76,0.86
"751","roofer",1.41,0.74,1.8
"752","rookie_cop",0.43,0.13,0.94
"753","roommate",0.75,0.19,0.66
"754","runaway",-1.29,-1.76,1.07
"755","sadist",-2.43,0.45,0.8
"756","safecracker",-1.02,1.25,-0.56
"757","saint",3.14,2.38,-0.3
"758","sales_clerk",1.07,-0.13,0.9
"759","salesperson",0.24,0.54,1.99
"760","scapegoat",-2.05,-2.47,-1.1
"761","scatterbrain",-1.51,-1.52,0.84
"762","schizophrenic",-1.03,-1.43,1.26
"763","scholar",2.36,1.36,-0.54
"764","schoolgirl",1.56,-1.21,1.46
"765","schoolmate",0.94,-0.14,0.74
"766","scientific_person",2.21,1.69,0.58
"767","scientist",2.31,1.97,0.76
"768","scoundrel",-2.62,-0.02,1.06
"769","scrooge",-2.34,0.07,-0.73
"770","secretary",1.48,-0.16,0.9
"771","secular_person",0.9,0.49,0.25
"772","security_guard",1.62,1.34,0.13
"773","self_employed_worker",2.01,1.3,1.41
"774","senator",0.03,2.37,1.28
"775","senior_citizen",1.46,-0.79,-1.59
"776","servant",0.26,-2.05,0.46
"777","server",1.58,-0.01,1.77
"778","sewing_machine_operator",1.34,-0.4,1.11
"779","sheet_metal_worker",1.35,0.74,1.76
"780","sheriff",1.69,2.62,1.72
"781","ship_captain",1.88,2.26,1.48
"782","ship_engineer",1.56,1.6,1.15
"783","shoe_repairman",1.6,0.1,0.38
"784","shop_clerk",1.03,-0.48,0.62
"785","shopkeeper",1.11,0.61,1
"786","shoplifter",-2.97,-0.36,0.36
"787","shopper",0.88,0.54,1.31
"788","shrew",-1.36,-1.01,0.61
"789","shrimp",1.05,-2.46,-0.96
"790","shrink",1.37,1.25,-0.77
"791","shut_in",-0.85,-2.22,-2.22
"792","shyster",-2.24,0.05,0.92
"793","sibling",2.13,0.69,1.14
"794","sidekick",1.63,-0.01,0.84
"795","simpleton",-0.8,-2.07,-1.68
"796","single_parent",0.87,0.51,1.67
"797","sinner",-1.83,-0.55,0.66
"798","sissy",-1.41,-2.4,-1.33
"799","sister",1.81,0.66,0.67
"800","sister_in_law",0.58,0.26,0.42
"801","skeptic",0.55,0.27,0.12
"802","skilled_worker",2.81,1.86,1.26
"803","slave",-1.87,-3.15,0.1
"804","slave_driver",-3.4,1.87,2.21
"805","sleuth",1.06,1.03,-0.15
"806","slob",-2.6,-1.77,-1.58
"807","slut",-1.95,-0.88,1.75
"808","smart_aleck",-1.36,-0.21,2.03
"809","smoker",-1.83,-1.17,-0.37
"810","snob",-2.51,-0.22,0.61
"811","snoop",-2.18,-0.67,-0.77
"812","snot",-2.34,-1.29,0.92
"813","social_worker",2.13,1.3,0.81
"814","socialist",0.05,0.16,0.57
"815","soldier",1.8,1.78,2.18
"816","son",1.79,0.87,1.43
"817","son_in_law",1.21,0.34,0.29
"818","sophisticate",1.27,1.31,0.13
"819","sophomore",0.82,-0.63,0.82
"820","sorehead",-2.13,-1.03,-0.03
"821","soul_mate",3.08,2.18,0.35
"822","specialist",1.96,1.77,0.86
"823","spectator",0.91,-0.8,-0.19
"824","speech_language_pathologist",2.19,1.36,0.43
"825","speeder",-1.63,0.44,2.65
"826","spoilsport",-2.12,-0.58,0.92
"827","spook",-1.34,0.12,0.38
"828","sports_fan",0.95,0.27,2.63
"829","spouse",2.37,1.2,0.71
"830","spy",-0.32,1.57,-0.85
"831","star",1.76,2.25,1.09
"832","state_trooper",1.23,2.46,1.74
"833","statistician",1.41,0.68,-0.58
"834","steel_worker",1.66,1.07,1.91
"835","stenographer",1.25,0.06,0.28
"836","stepbrother",1,0.32,0.43
"837","stepchild",1.36,-0.42,0.7
"838","stepdaughter",1.79,0.12,0.77
"839","stepfather",0.99,0.74,0.32
"840","stepmother",0.79,0.63,0.37
"841","stepparent",1.25,0.58,0.42
"842","stepsister",0.66,0.07,0.38
"843","stepson",0.92,-0.24,0.55
"844","stockbroker",0.35,1.57,2.01
"845","stockholder",0.83,1.02,0.46
"846","store_owner",1.37,1.4,1.21
"847","storyteller",2.1,1.31,0.77
"848","stranger",-0.08,-0.04,-0.06
"849","street_musician",1.68,0.2,2.26
"850","street_preacher",0.56,0.13,2
"851","streetwalker",-1.16,-1.39,1.14
"852","stripper",-0.57,-0.09,1.91
"853","student",2.1,0.15,0.72
"854","student_teacher",1.57,0.39,0.98
"855","subordinate",0.71,-1.75,-0.39
"856","sucker",-1.9,-2.37,-0.96
"857","superior",0.92,2.48,1.38
"858","superordinate",0.6,0.67,0.59
"859","superstar",1.03,2.47,2.38
"860","supervisor",1.04,1.99,1.38
"861","supporter",2.26,1.52,1.44
"862","surgeon",2.57,2.44,0.9
"863","survivor",2.79,2.19,1.03
"864","suspect",-1.27,-0.93,0.13
"865","sweetheart",2.92,1.07,-0.08
"866","switchboard_operator",1.38,0.32,1.35
"867","systems_engineer",1.95,1.57,0.52
"868","tailor",1.55,0.05,-0.09
"869","tax_preparer",1.25,1.17,0
"870","taxi_driver",0.84,0.12,1.64
"871","taxpayer",1.68,-0.76,-0.18
"872","teacher",2.62,1.82,1.3
"873","team_leader",1.67,2.07,1.7
"874","team_member",1.69,0.66,1.01
"875","teammate",2.08,1.11,1.19
"876","tease",-0.91,0.43,0.9
"877","technician",1.68,0.84,0.49
"878","teenager",0.36,-0.9,2.12
"879","teetotaler",0.61,0.13,-0.57
"880","telemarketer",-1.69,-1.08,2.07
"881","telephone_installer",1.38,0.29,0.78
"882","telephone_operator",0.98,0.22,1.43
"883","televangelist",-1.49,1.14,2.59
"884","temporary_worker",0.92,-1.5,0.32
"885","tenant",0.95,-0.67,-0.04
"886","terrorist",-3.72,1.13,1.94
"887","textile_worker",1.23,-0.32,1.11
"888","thief",-3.17,0.23,0.12
"889","thug",-2.93,0.84,2.06
"890","ticket_taker",0.97,-0.68,0.15
"891","toddler",2.01,-2.06,2.6
"892","tomboy",0.86,0.75,1.52
"893","tool_and_die_maker",1.45,0.77,1.38
"894","topless_dancer",-0.12,-0.14,1.98
"895","tot",1.65,-1.73,2
"896","tourist",1.25,-0.33,1.47
"897","trainee",1.06,-1.57,-0.16
"898","trainer",1.7,1.67,2.2
"899","traitor",-3.06,0.17,0.46
"900","tramp",-1.6,-1.41,0.66
"901","transportation_ticket_agent",0.96,0.4,0.26
"902","travel_agent",1.17,0.51,1.18
"903","traveler",1.58,0.55,1.38
"904","trespasser",-2.5,0.16,0.51
"905","troublemaker",-2.62,0.02,2.13
"906","truant",-1.51,-0.68,-0.01
"907","truck_driver",0.99,0.85,0.81
"908","true_love",3.11,2.57,0.33
"909","tutor",2.65,1.61,0.67
"910","tv_repairman",1.51,0.44,0.67
"911","typist",1.31,-0.11,1.34
"912","umpire",1.01,1.84,1.45
"913","uncle",1.22,0.67,0.49
"914","underachiever",-1.89,-2.13,-2.05
"915","underdog",0.74,-1.25,-0.44
"916","undergraduate",1.35,-0.28,0.97
"917","undertaker",0.99,0.52,-0.72
"918","unemployed_person",-0.54,-2.11,-1.14
"919","union_member",0.89,0.47,0.96
"920","university_student",1.59,0.13,1.61
"921","unwanted_child",-1.49,-2.26,0.1
"922","unwed_father",-0.23,0.08,0.14
"923","unwed_mother",-0.12,-0.51,0.67
"924","unwed_parent",-0.09,-0.17,0.79
"925","usher",1.29,0.2,-0.02
"926","vagrant",-1.13,-1.59,-0.16
"927","vampire",-2.32,2.12,0.66
"928","vandal",-2.83,0.2,1.75
"929","veterinarian",2.64,1.76,1.22
"930","victim",-0.83,-2.77,-1.3
"931","vigilante",-0.77,1.38,1.73
"932","villain",-3.25,1.74,1.58
"933","vip",1.27,2.35,1.33
"934","virgin",1.18,0.39,-1.17
"935","visitor",1.06,-0.16,0.12
"936","voter",2.4,1.12,0.35
"937","wage_earner",2.33,1.28,1.3
"938","waiter",1.41,-0.2,1.89
"939","waitress",1.62,-0.26,1.92
"940","wallflower",0.12,-1.72,-1.99
"941","ward_of_the_state",-0.43,-1.46,-0.4
"942","warden",1,2.4,0.91
"943","watchman",1.74,1.09,-0.36
"944","weakling",-1.53,-2.98,-2.04
"945","web_developer",1.56,1.17,0.08
"946","weirdo",-0.61,-0.62,0.26
"947","welder",1.49,1.07,1.43
"948","welfare_recipient",-0.51,-1.95,-1.03
"949","white_collar_worker",1.16,0.81,0.59
"950","white_man",0.62,0.99,0.56
"951","white_supremacist",-3.39,-0.43,1.53
"952","white_woman",1.18,0.37,0.58
"953","wholesaler",1.21,1.1,1.24
"954","whore",-1.79,-1.27,1.68
"955","widow",0,-1.05,-1.26
"956","widower",-0.25,-1,-1.1
"957","wife",2.42,1.23,1.03
"958","wife_abuser",-3.67,0.36,2.39
"959","windbag",-1.27,-0.62,1.82
"960","winner",2.65,2.35,2
"961","witch",-1.7,1.65,1.11
"962","witness",1.48,1.17,-0.32
"963","woman",1.76,0.61,0.72
"964","womanizer",-2.59,0.16,1.75
"965","worker",2,0.36,1.43
"966","writer",1.77,1.33,-0.17
"967","youngster",1.36,-1.42,2.31
"968","zombie",-3.01,0.39,-0.75
