"","term","E","P","A","instcodes"
"1","academic",1.91,1.52,0," 11 000010000 000"
"2","acquaintance",1.83,0.28,0.24," 11 100000000 000"
"3","adult",0.47,1.64,-0.11," 11 100000010 000"
"4","adulterer",-2.58,0.24,0.53," 10 000000011 001"
"5","aide",3.42,2.68,0.85," 11 011110000 000"
"6","alcoholic_(female)",-2.47,-1.63,-0.65," 11 000000000 000"
"7","alcoholic",-2.73,-0.87,-0.4," 11 100001000 000"
"8","anti_semite",-3.61,0.33,0.39," 11 100100100 000"
"9","antisocial_person",-2.39,-1.07,-0.22," 11 000000000 000"
"10","applicant",1.19,-0.21,0.25," 11 010010000 000"
"11","archenemy",-3.07,-0.16,0.12," 11 100100100 000"
"12","asian",1.04,-1.61,0.4," 11 100100000 000"
"13","asshole",-3.42,1.48,1.53," 11 100000000 000"
"14","assistant",1.11,-0.55,-0.05," 11 011101000 000"
"15","asylum_seeker",-0.15,-1.35,-0.21," 11 000100000 000"
"16","atheist",0.65,0.72,-0.27," 11 000000100 000"
"17","athlete",1.76,2.91,2.74," 11 010010000 001"
"18","authority",-1.91,1.74,-2.31," 11 011111100 000"
"19","baby",2.6,-3.17,1.58," 11 100001010 001"
"20","backbencher",-0.77,-0.8,-1.58," 11 000100000 000"
"21","beggar",-1.41,-1.03,-1.72," 11 100000000 000"
"22","best_friend",3.8,2.51,0.84," 11 100000000 000"
"23","big_brother",2.03,2.58,1.22," 10 000000010 000"
"24","big_shot",-0.86,2.51,0.56," 11 100000000 000"
"25","big_sister",2.45,1.74,0.37," 01 000000010 000"
"26","bill_collector",-3.29,1.97,1.84," 11 010000000 000"
"27","bitch",-2.18,0.22,1.52," 01 100000000 000"
"28","blabbermouth",-0.94,0.52,2.68," 11 100000000 000"
"29","blonde",0.42,-0.88,0.74," 01 100000001 000"
"30","bootlicker",-3.4,-1.36,-0.57," 11 110100000 000"
"31","boozer",-2.94,-0.27,-0.33," 11 100000000 100"
"32","bore",-1.72,-1.68,-2.99," 11 100000000 000"
"33","boss",-0.26,2.16,1.29," 11 010000000 000"
"34","boy",1.08,0.48,1.34," 10 100000010 000"
"35","bride",2.81,-0.16,0.25," 01 000000010 001"
"36","bridegroom",2.25,1.13,0.44," 10 000000010 001"
"37","bridesmaid",1.88,-0.92,0.01," 01 000000010 000"
"38","brother",2.24,1.83,0.62," 10 000000010 000"
"39","brunette",1.04,0.59,0.2," 01 100000001 000"
"40","bully",-2.4,2.08,2.61," 11 100000000 001"
"41","bum",-1.49,-0.52,-3.09," 11 100000000 000"
"42","bureaucrat",-1.67,-0.7,-2.27," 11 011101000 000"
"43","burglar",-3.39,1.73,0.03," 11 011000000 000"
"44","business_economist",-0.49,0.63,0.53," 11 010000000 000"
"45","business_school_student",-0.47,-0.08,-0.32," 11 010010000 000"
"46","businessman",-0.09,1.89,1.64," 10 010000000 000"
"47","businesswoman",1.22,1.92,2.11," 01 010000000 000"
"48","butch",-1.54,2.77,1.46," 01 100000001 000"
"49","capitalist",-2,2.09,1.36," 11 010000000 000"
"50","catholic",-0.28,0.11,-0.85," 11 000000100 000"
"51","chain_smoker",-2.59,-0.75,-0.96," 11 100000000 100"
"52","champion",1.71,2.8,2.39," 11 100010000 001"
"53","chancellor",0.12,1.95,0.93," 11 000110000 000"
"54","chatterbox",-1.31,0.36,2.84," 11 100000000 000"
"55","child_molester",-4.22,0.18,-0.24," 11 001000011 001"
"56","child",2.45,-1.69,2.62," 11 100000010 000"
"57","choleric_person",-2.55,0,2.42," 11 100001000 000"
"58","christian",0.3,-0.49,-0.8," 11 000000100 010"
"59","citizen",1.19,0.36,-0.28," 11 000100000 000"
"60","cleaning_woman",0.87,0.1,0.41," 01 111011010 000"
"61","clerk",-0.37,-1.07,-1.56," 11 011000000 000"
"62","clown",1.01,1.16,2.61," 11 100000000 000"
"63","co_worker",1.04,0.24,0.39," 11 010000000 000"
"64","coed",1.93,-0.04,1.08," 01 000010000 000"
"65","colleague",1.46,0.28,0.25," 11 000011000 000"
"66","communist",-0.45,0.41,0.46," 11 000100000 000"
"67","companion",2.95,1.83,0.52," 11 100000000 000"
"68","competitor",-0.46,1.59,1.64," 11 110110000 000"
"69","computer_expert",0.42,0.19,-1.17," 11 110011000 100"
"70","confidant",3.52,1.77,-1.29," 11 100000000 000"
"71","conservative",-0.94,0.5,-1.18," 11 000100000 000"
"72","construction_laborer",0.24,2.58,1.3," 11 010000000 000"
"73","consumer",-0.43,-0.51,0.22," 11 010000000 000"
"74","controller",-1.35,0.61,0.14," 11 010100000 000"
"75","coward",-2.68,-3.2,-1.53," 11 100000000 000"
"76","criminal",-3.26,0.27,1.92," 11 001000000 000"
"77","cripple",-1.17,-1.91,-1.54," 11 100001000 000"
"78","crook",-1.75,0.88,1.46," 11 011000000 000"
"79","crybaby",-2.12,-2.51,-0.44," 11 100000000 000"
"80","customer",0.89,0.78,0.34," 11 010000000 000"
"81","cutthroat",-3.32,0.36,1.25," 10 011100000 000"
"82","daughter_in_law",2.15,0.9,-0.12," 01 000000010 000"
"83","daughter",2.79,-0.86,0.88," 01 000000010 000"
"84","defendant",-1.44,-1.1,-0.88," 11 001000000 000"
"85","defense_attorney",-0.34,1.51,1.23," 11 001000000 000"
"86","delinquent",-2.08,0.51,0.46," 11 001000000 000"
"87","demagogue",-2.77,1.43,2.22," 11 000100000 000"
"88","department_head",-0.03,1.35,0.78," 11 010100000 000"
"89","devil",-2.34,2.62,2.62," 11 100000100 000"
"90","disadvantaged_person",-1.4,-2.23,-2.2," 11 111100000 000"
"91","divorce_lawyer",-1.27,1.5,0.79," 11 001000010 000"
"92","doctor",1.04,2.06,-0.12," 11 000001000 101"
"93","doll",1.59,-2.68,-2.39," 01 100000000 000"
"94","drug_addict_(female)",-2.13,-2.08,-1.25," 11 001001000 000"
"95","drug_addict",-2.48,-1.54,-1.06," 11 001001000 000"
"96","drug_dealer",-2.49,-0.53,1.75," 11 111000000 000"
"97","employee",0.21,-0.52,-0.62," 11 010000000 000"
"98","employer",-0.03,1.94,0.76," 11 010000000 000"
"99","enemy",-3.76,2.31,0.68," 11 100100000 001"
"100","entrepreneur",-0.11,1.92,1.21," 11 010000000 000"
"101","ex_boyfriend",-0.83,0.13,-0.41," 10 000000001 000"
"102","ex_girlfriend",-0.77,0.33,0.49," 01 000000001 000"
"103","ex_husband",-1.13,0.42,-0.17," 10 000000011 000"
"104","ex_wife",-0.6,0.34,0.35," 01 000000011 000"
"105","executioner",-3.71,2.69,-0.49," 11 001000000 001"
