"","term","E","P","A","instcodes"
"1","adopt",1.69,-0.38,-0.52," 10 000000010 010"
"2","aggravate",-0.48,0.65,0.85," 01 111111111 100"
"3","anger",-2,0.33,1.62," 01 111111111 000"
"4","antagonize",-1.98,1.01,1.76," 01 111111111 000"
"5","apologize_to",-0.02,-0.07,-1.32," 10 111111111 000"
"6","appeal_to",-0.12,1.1,0.88," 10 111111111 000"
"7","applaud",2.56,1.56,2.73," 10 111111111 010"
"8","apprehend",-1.91,1.18,1.69," 10 001000000 001"
"9","approach",1.49,-0.1,-0.76," 10 111111111 010"
"10","approve_of",1.91,0.89,-0.44," 01 111111111 100"
"11","argue_with",-1.59,1.74,2.46," 10 111111111 000"
"12","arouse",2.85,1.01,0.88," 01 000000001 101"
"13","arrest",-1.93,1.38,1.8," 10 001000000 001"
"14","ask_about",0.59,-0.13,-0.46," 01 111111111 010"
"15","assault",-2.9,1.98,2.69," 10 001000000 001"
"16","assist",1.1,-0.15,-1.11," 10 111111111 000"
"17","astonish",1.12,0.42,0.54," 01 111111111 000"
"18","astound",1.71,1.1,1.24," 01 111111111 000"
"19","attack",-2.34,1.64,2.19," 10 001100010 001"
"20","avoid",-2.29,-0.47,-1.52," 01 111111110 010"
"21","baby",-2.77,-1.11,-0.61," 10 000000010 100"
"22","back",2.5,1.39,-1.02," 10 010100000 010"
"23","badger",-1.38,1.07,0.94," 10 111111111 100"
"24","be_owed_by",0.28,0,-1.53," 01 010000000 000"
"25","beg",-2.33,-1.21,-0.16," 10 111111111 000"
"26","belittle",-2.53,0.7,1.54," 10 111111111 100"
"27","beseech",-1.51,-0.6,1.11," 10 111111111 000"
"28","bind",-1.56,0.12,-0.91," 10 001000001 001"
"29","blame",-2.26,1.01,1.5," 10 111111111 010"
"30","bless",0.56,-0.01,-2.06," 10 000000100 000"
"31","boss",-2.36,1.07,0.73," 10 110101011 000"
"32","bribe",-2.62,-0.26,-0.72," 10 011100000 110"
"33","bully",-2.98,0.57,0.94," 10 100100011 001"
"34","cajole",-1.61,0.47,2.03," 10 111111111 000"
"35","call",1.25,0.84,2.31," 10 111111111 010"
"36","caress",3.35,-1.47,-2.08," 10 000000011 001"
"37","caution",1.13,0.56,0.14," 10 111111111 100"
"38","challenge",-0.56,1.67,1.39," 10 111111111 100"
"39","charm",2.56,0.13,0.56," 01 111111111 000"
"40","chatter_to",2.37,-0.15,2.13," 10 111111111 100"
"41","cheer",1.37,1.5,2.77," 10 111111111 110"
"42","coach",1.4,1.61,1.72," 10 011111111 010"
"43","coax",-0.33,0.49,1.19," 01 111111111 100"
"44","coddle",-1.28,-1.12,0.14," 11 000001011 100"
"45","command",-1.05,1.65,1.17," 10 011111111 000"
"46","commend",1.58,0.4,-0.29," 10 011111111 010"
"47","compliment",2.02,0.39,0.24," 10 111111111 000"
"48","confine",-3.16,0.73,0.86," 10 001101010 001"
"49","confront",-0.72,1.59,1.15," 10 111111111 100"
"50","congratulate",2.3,1.01,1.1," 10 111111111 100"
"51","console",2.39,0.34,-2.21," 10 111111111 100"
"52","consult",0.3,0.18,-0.75," 10 111111111 000"
"53","contradict",-0.07,1.43,1.79," 10 111111111 110"
"54","convict",-2.09,0.73,0.03," 10 001000000 010"
"55","correct",-0.56,0.41,-0.37," 10 111111111 100"
"56","counsel",1.87,0.34,-0.91," 10 011111111 000"
"57","court",1.52,0.88,0.31," 01 100000001 010"
"58","criticize",-1.13,0.5,-0.58," 10 111111111 100"
"59","cross_examine",-2.04,1.63,1.63," 10 001000000 010"
"60","curse",-2.11,1.03,1.8," 10 111111111 100"
"61","cuss",-2.14,1.49,1.98," 10 111111111 100"
"62","damn",-2.87,1.26,1.9," 10 100000100 000"
"63","dance_with",2.41,1,2.04," 10 100000111 011"
"64","debate_with",1.24,1.75,2.14," 10 111111110 000"
"65","defend",2.25,1.44,1.28," 10 111111111 110"
"66","defile",-3.66,1.25,2.09," 10 000000001 111"
"67","deflate",-1.2,0.2,0.82," 01 111111111 000"
"68","defy",-0.06,1.31,1.39," 10 011111110 000"
"69","delay",-2.18,-0.07,-0.64," 01 011111110 000"
"70","delight",3.38,0.47,-0.02," 01 111111111 100"
"71","desire_sexually",2.13,1.67,0.47," 11 000000001 011"
"72","deter",-0.74,0.62,0.62," 01 011111111 000"
"73","disagree_with",-0.85,0.74,1.52," 10 111111111 000"
"74","discipline",-1.48,0.94,0.06," 10 011111111 100"
"75","disconcert",-1.62,0.16,-0.01," 01 111111111 000"
"76","discourage",-2.33,0,0.01," 10 111111111 100"
"77","disenchant",-0.63,0.67,-0.27," 01 111111111 100"
"78","disillusion",-1.94,1.24,0.82," 01 111111111 000"
"79","disobey",0.34,1.54,0.57," 10 011111111 000"
"80","displease",-2.54,-0.47,0.04," 01 111111111 100"
"81","disturb",-2.14,0.35,1.67," 01 111111111 010"
"82","divorce",-2.2,0.93,0.8," 10 000000001 010"
"83","doubt",-1.4,-0.11,-0.66," 01 111111111 100"
"84","educate",0.63,1.27,-0.19," 10 011111111 100"
"85","elude",-1.73,-0.83,-0.35," 01 111111111 010"
"86","embarrass",-1.61,0.43,0.49," 01 111111111 010"
"87","embrace",3.11,0.91,0.6," 10 100000011 001"
"88","emulate",-0.88,0.08,1.04," 01 111111111 010"
"89","encourage",2.45,1.69,-0.61," 10 111111111 100"
"90","endanger",-3.31,0.59,1.56," 01 101001000 100"
"91","enrage",-1.7,1.28,1.69," 01 111111111 100"
"92","entertain",1.67,0.87,2.14," 01 110110011 100"
"93","escape",1.39,0.89,1.89," 10 101100001 000"
"94","evaluate",0.91,0.84,-1.5," 01 111111111 100"
"95","exalt",0.74,0.68,0.76," 10 110110101 100"
"96","exclude",-2.77,0.42,0.15," 10 100100001 010"
"97","execute",-3.59,1.93,0.53," 10 001000000 001"
"98","explain_something_to",2.17,0.23,-1.15," 10 111111111 000"
"99","extol",1.34,1.08,0.93," 10 111111111 010"
"100","eye",0.11,-0.33,-1.41," 10 100001011 000"
"101","face",0.69,0.48,-0.99," 10 111010011 000"
"102","feed",0.95,-0.25,-0.54," 10 100001010 101"
"103","fight",-1.92,1.61,0.92," 10 101100011 001"
"104","fine",-1.71,0.6,-0.64," 10 001000010 000"
"105","fire_from_a_job",-2.23,0.81,0.27," 10 010000000 000"
"106","flail",-2.84,1.5,2.71," 10 001000011 001"
"107","flatter",-0.44,-0.44,-0.59," 10 111111111 000"
"108","flee",-1.08,-0.04,1.83," 10 101100011 000"
"109","flunk",-3.05,1.34,0.15," 10 000010000 000"
"110","foil",-1.48,0.71,-0.7," 01 001100000 010"
"111","follow",-0.93,-0.01,-0.61," 10 101000011 000"
"112","fondle",3.27,-0.9,-1.12," 10 000000011 101"
"113","forget",-2,-0.18,-1.51," 01 100011011 010"
"114","forgive",2.5,0.93,-1.59," 01 100000111 100"
"115","forsake",-2.65,0.42,-0.95," 01 100100110 000"
"116","frighten",-3.03,1.31,0.93," 01 101000111 100"
"117","frisk",-2.68,0.83,1.36," 10 001000000 001"
"118","frustrate",-3.16,0.45,0.49," 01 101100011 100"
"119","gape_at",-2.11,0.29,0.36," 10 100000011 000"
"120","give_raise_to",2.43,1.66,-0.77," 10 010000000 000"
"121","glorify",-0.88,0.81,1.16," 10 000100100 010"
"122","goad",-1.58,0.7,1.61," 01 100100011 000"
"123","grab",-1.17,1.38,1.56," 10 101001011 001"
"124","gratify",3.31,1.08,1.74," 01 100100011 100"
"125","halt",-0.3,0.4,0.9," 10 001000001 110"
"126","handcuff",-2.38,1.45,1.02," 10 001000000 001"
"127","harangue",-2.41,1.44,1.66," 10 111111111 000"
"128","harm",-3.14,1.14,0.91," 10 101101011 100"
"129","hassle",-2.01,0.47,1.59," 10 101100011 000"
"130","heal",3.08,1.58,-2," 10 000001110 100"
"131","help",2.72,1.5,0.14," 10 111111111 100"
"132","hide_from",-1.81,-1.58,-0.36," 01 101100000 010"
"133","hire",1.62,1.06,-0.54," 10 010000000 000"
"134","hit",-3.1,1.69,2.59," 10 101000011 101"
"135","horrify",-1.32,0.9,1.58," 01 100100011 100"
"136","hound",-2.62,1.3,2.24," 10 111111111 000"
"137","humble",-3.03,0.48,0.87," 01 111111111 000"
"138","humiliate",-3,0.27,0.68," 01 111111111 000"
"139","hurry",-1.1,1.01,2.75," 10 110011011 100"
"140","hush",1,0.26,-1.64," 10 111111111 010"
"141","ignore",-2.44,-0.04,-1.79," 11 100100011 010"
"142","imitate",0.02,0.53,1.43," 10 110000011 000"
"143","impede",-2.53,0.43,0.49," 10 011000010 000"
"144","imprison",-2.21,1.57,1.4," 10 001000000 010"
"145","indoctrinate",-2.38,0.52,0.41," 10 000100111 000"
"146","indulge",2.04,-0.25,-0.86," 01 100000011 100"
"147","influence",-0.64,0.91,0.19," 01 111111111 000"
"148","inform",1.76,0.6,-0.55," 10 111111111 100"
"149","initiate",1.49,0.92,0.29," 10 100010101 000"
"150","injure",-2.66,0.41,0.94," 10 101001011 101"
"151","instruct",0,0.94,-0.36," 10 011111111 000"
"152","insult",-2.56,0.45,1.31," 10 111111111 000"
"153","interest",2.42,1.3,0.77," 01 110110111 100"
"154","interrogate",-2.5,1.2,0.79," 10 001000000 000"
"155","interrupt",-1.91,0.89,1.97," 10 111111111 100"
"156","interview",1.02,0.86,0.98," 10 011011000 000"
"157","intimidate",-2.45,1.36,1.87," 01 101100011 000"
"158","irritate",-0.6,0.7,1.16," 01 111111111 100"
"159","jeer",-2.62,0.79,1.5," 10 100100001 000"
"160","jest",2.25,0.29,1.93," 10 111111111 000"
"161","jostle",-1.5,1.28,1.74," 10 101000011 000"
"162","judge",-0.39,1.34,-1.31," 01 111111111 100"
"163","kick",-2.84,1.36,2.06," 10 001000000 001"
