"","term","E","P","A","instcodes"
"1","academic",1.59,1.03,-0.52," 11 000010000 000"
"2","accomplice",-1.19,0.48,0.81," 11 001000000 000"
"3","accountant",0.78,0.91,0.26," 11 010000000 000"
"4","accused",-1.31,-1.72,0.31," 11 001000000 000"
"5","acid_head",-1.93,-2.03,2.24," 11 100000000 000"
"6","actor",0.91,0.82,1.45," 11 010000000 000"
"7","addict",-2.13,-2.58,1.04," 11 101001000 000"
"8","adolescent",0.94,-1,2.48," 11 100000010 000"
"9","adult",1,1.82,-0.55," 11 100000010 000"
"10","adulterer",-2.28,0.24,0.88," 10 000000011 001"
"11","adulteress",-1.91,0.44,1," 01 000000011 001"
"12","advisor",1.76,1.41,-0.38," 11 110110000 000"
"13","african",0.45,-0.12,0.73," 11 000100000 000"
"14","airline_pilot",1.56,1.84,0.03," 11 010000000 000"
"15","alcoholic",-1.83,-1.97,-0.66," 11 100001000 000"
"16","alderman",0.72,1.52,-0.52," 11 000100000 000"
"17","alumnus",0.73,0.42,-0.12," 11 000010000 000"
"18","amateur",0.55,-0.38,0.97," 11 100000000 000"
"19","anesthetist",0.67,1.24,0.19," 11 000001000 001"
"20","applicant",0.91,-1.97,0.58," 11 010010000 000"
"21","apprentice",1.07,-0.9,0.93," 11 010000000 000"
"22","architect",1.06,1.06,0.19," 11 010000000 000"
"23","ass",-0.87,-1.52,1.17," 11 100000000 000"
"24","assailant",-3,2.1,1.65," 11 001000000 001"
"25","assassin",-3.21,1.94,1.38," 11 001100000 001"
"26","assistant",0.6,-0.13,0.63," 11 110001000 000"
"27","athlete",1.32,1.85,2.09," 11 010010000 001"
"28","attorney_general",0.82,2.14,-1.07," 11 001100000 000"
"29","attorney",1.17,1.77,0.63," 11 001000000 000"
"30","auctioneer",0.86,1.21,1.14," 11 010000000 000"
"31","auditor_general",0.73,1.4,-0.67," 11 000100000 000"
"32","auditor",-0.17,0.97,-0.37," 11 010000000 000"
"33","aunt",1.44,0.16,-0.4," 01 000000010 000"
"34","auntie",1.95,-0.27,-0.68," 01 000000010 000"
"35","australian",1.45,0.45,0.83," 11 000100000 000"
"36","austrian",1.23,0.23,0.43," 11 000100000 000"
"37","author",1.09,0.83,-0.13," 11 010010000 000"
"38","authority",0.65,2.24,-0.26," 11 011111100 000"
"39","auto_mechanic",0.83,0.73,0.67," 11 010000000 000"
"40","babe_(female)",1.45,-1.07,1.69," 01 100000000 000"
"41","baby",2.25,-1.96,1.71," 11 100001010 001"
"42","babysitter",1.5,0.95,0.26," 11 000000010 011"
"43","bachelor",1.31,0.65,1.1," 10 000000011 000"
"44","backbencher",0.22,-0.72,-0.22," 11 000100000 000"
"45","backer",0.93,2.6,0.4," 11 110100000 000"
"46","bailiff",-0.1,1.05,-0.3," 10 001000000 001"
"47","bailsman",0.58,0.79,0.05," 11 001000000 000"
"48","baker",1.53,0,-0.87," 11 010000000 000"
"49","bandit",-2.48,1.74,2.3," 11 001000000 000"
"50","bank_teller",0.83,-0.34,-0.07," 11 010000000 000"
"51","banker",0.56,1,-0.24," 11 010000000 001"
"52","barkeeper",0.97,0.59,0.41," 11 010000000 000"
"53","barmaid",0.6,-1.12,1.28," 01 010000000 000"
"54","bartender",0.91,1,0.21," 11 010000000 000"
"55","beauty",0.31,0.48,1.07," 01 100000000 001"
"56","beggar",-0.94,-2.09,-1.5," 11 100000000 000"
"57","beginner",0.84,-1.29,0.77," 11 100000000 000"
"58","belgian",0.63,0.23,0.67," 11 000100000 000"
"59","bellboy",0.78,-1.12,0.59," 10 010000000 000"
"60","bellhop",1.47,-0.67,1.33," 11 010000000 000"
"61","bellman",1.31,-0.54,-0.23," 10 010000000 000"
"62","big_shot",-1.39,1.1,1.71," 11 100000000 000"
"63","bigamist",-2.24,-0.17,0.48," 11 001000011 011"
"64","bigot",-2.52,0.34,0.66," 11 100000000 000"
"65","bill_collector",-0.79,1.32,-0.06," 11 010000000 000"
"66","bisexual",-0.88,-0.8,0.68," 11 000000001 001"
"67","bitch",-2.31,0.66,1.62," 01 100000000 000"
"68","blabbermouth",-2.12,-0.16,1.72," 11 100000000 000"
"69","black",0.9,0.1,0.6," 11 000100000 000"
"70","blacksmith",1.03,0.87,0.1," 11 010000000 000"
"71","bleeder",-1.15,-1.27,-0.35," 11 000001000 011"
"72","blind_date",0.06,-0.29,0.97," 11 000000001 001"
"73","blockhead",-0.96,-1.57,0.18," 11 100000000 000"
"74","boarder",0.55,-0.86,0.91," 11 010000000 000"
"75","bodyguard",1,2.54,1.83," 11 001100000 001"
"76","bohemian",-0.04,-0.04,1," 11 100000000 000"
"77","bonehead",-0.79,-1.55,0.41," 11 100000000 000"
"78","boob",-0.91,-1.13,0.91," 11 100000000 000"
"79","bookie",-1.17,1.43,0.93," 11 011000000 000"
"80","bookkeeper",0.83,0.28,-1.48," 11 010000000 000"
"81","bookworm",0.91,-1.52,-1.39," 11 000010000 000"
"82","boor",-1.36,-0.88,-0.04," 11 100000000 000"
"83","bootblack",0.62,-0.46,-0.15," 11 010000000 000"
"84","boss",0.32,2.1,-0.55," 11 010000000 000"
"85","bouncer",-0.16,2.32,1.94," 10 010000000 001"
"86","boxer",0.09,2,2.57," 10 010000000 001"
"87","boy_scout",2,0.06,1.9," 10 100000000 000"
"88","boy",0.77,0.29,2.39," 10 100000010 000"
"89","boyfriend",2.13,1.95,1.45," 10 000000001 001"
"90","braggart",-2.31,-0.5,1.34," 11 100000000 000"
"91","brain",1.24,2.24,-0.21," 11 000010000 000"
"92","brat",-2.18,-0.67,2.94," 11 100000010 000"
"93","briton",1.12,0.23,-0.15," 11 000100000 000"
"94","broad",-0.68,0.12,1.12," 01 100000000 000"
"95","brother_in_law",1.91,0.17,0.78," 10 000000010 000"
"96","brother",2.07,1.2,1.63," 10 000000010 000"
