"","term","E","P","A","instcodes"
"1","abandon",-2.64,-0.04,0.82," 01 111111110 000"
"2","abuse",-2.85,0.85,1.65," 10 101000011 100"
"3","acclaim",1.46,0.75,0.29," 10 000100000 010"
"4","accommodate",1.96,0.43,-0.35," 10 111111111 000"
"5","accuse",-1.31,1.03,1.28," 10 111111111 010"
"6","address",1.21,0.72,0.48," 10 111111110 010"
"7","admire",1.48,-0.04,0.09," 01 111111111 100"
"8","admonish",-0.43,0.93,0.43," 10 011111111 000"
"9","adopt",2.24,0.92,0.2," 10 000000010 010"
"10","adore",2,0.35,0.46," 01 000000111 000"
"11","advise",1.33,1.52,-0.04," 10 011111110 000"
"12","affront",-1.04,0.96,0.85," 01 111111111 000"
"13","aggravate",-1.59,0,0.93," 01 111111111 100"
"14","agitate",-1.56,1.24,1.16," 01 111111111 100"
"15","agree_with",1.13,0.33,-0.04," 10 111111111 000"
"16","aid",2.68,1.37,0.47," 10 111111111 000"
"17","alert",2.23,0.95,0.59," 10 010101000 000"
"18","alienate",-2.27,0.42,0.38," 01 111111110 010"
"19","amaze",1.23,1.13,0.93," 01 111111111 000"
"20","amuse",2.17,1.34,1.07," 11 111111111 100"
"21","analyze",0.17,0.66,-0.59," 10 011111110 100"
"22","anger",-1.63,0.95,1.21," 01 111111111 000"
"23","annihilate",-3.21,2.33,1.96," 10 000100000 001"
"24","annoy",-1.62,0.14,1.03," 01 111111111 000"
"25","answer",1.37,0.37,-0.11," 10 111111111 000"
"26","antagonize",-1.7,0.07,1.22," 01 111111111 000"
"27","ape",-0.89,0.24,1.4," 01 100000000 010"
"28","apologize_to",1.86,1.18,-0.54," 10 111111111 000"
"29","appeal_to",1.8,0.62,0.57," 10 111111111 000"
"30","appease",0.96,0.26,-0.63," 10 011110110 000"
"31","applaud",1.96,0.26,0.35," 10 111111111 010"
"32","appoint",1.15,1.5,0.08," 10 000100000 010"
"33","appreciate",2.5,1.32,-0.73," 01 111111101 000"
"34","apprehend",-0.15,1.59,1.22," 10 001000000 001"
"35","approach",1.4,1.04,0.76," 10 111111111 010"
"36","approve_of",1.75,1.08,0.17," 01 111111111 100"
"37","argue_with",-0.86,1.27,1.45," 10 111111111 000"
"38","arm",-1.27,0.64,1," 10 001100000 110"
"39","arouse",0.81,1.44,1.11," 01 000000001 101"
"40","arrest",-0.1,2.31,1.66," 10 001000000 001"
"41","ask",1.28,0.44,-0.08," 10 111111111 000"
"42","ask_about",0.78,-0.04,-0.04," 01 111111111 010"
"43","assail",-1.65,1.39,1.26," 10 001100110 001"
"44","assault",-2.93,0.85,1.74," 10 001000000 001"
"45","assist",2.72,1.28,0.31," 10 111111111 000"
"46","astonish",0.84,1.84,1.4," 01 111111111 000"
"47","astound",0.78,1.07,1.43," 01 111111111 000"
"48","attack",-2.68,1.47,1.74," 10 001100010 001"
"49","authorize",0.93,1.78,0.26," 10 011111100 010"
"50","avoid",-0.78,-0.52,-0.22," 01 111111110 010"
"51","awake",-0.26,0.11,0.37," 10 100000000 000"
"52","awe",0.91,0.78,0.59," 01 111111111 000"
"53","baby",-0.33,0,-0.33," 10 000000010 100"
"54","back",1.65,1.27,0.5," 10 010100000 010"
"55","badger",-1.52,0.19,1.24," 10 111111111 100"
"56","bait",-1.33,0.75,1," 01 111100100 000"
"57","bamboozle",-1.65,0.76,0.88," 01 111100100 000"
"58","baptize",1.42,0.11,-0.68," 10 000000100 000"
"59","bawl_out",-1.41,1.59,1.66," 10 111111111 000"
"60","beckon",0.45,0.64,0.45," 10 100000011 010"
"61","bed",2,0.85,1.15," 10 000000001 000"
"62","befriend",1.43,1,-0.1," 01 100100000 000"
"63","befuddle",-1.12,0.18,0.29," 01 111111111 100"
"64","beg",-1.19,-1.9,-1.19," 10 111111111 000"
"65","believe",1.8,0.56,-0.4," 01 111111111 000"
"66","belittle",-1.74,0.37,0.68," 10 111111111 100"
"67","berate",-1.72,1,1.5," 10 111111111 100"
"68","beseech",-0.31,-0.38,0.12," 10 111111111 000"
"69","betray",-2.75,-0.29,0.68," 01 001100111 010"
"70","bewilder",-0.52,0.21,0.45," 01 111111111 000"
"71","bewitch",-0.88,0.69,0.35," 01 000000101 000"
"72","bias",-2,0.48,-0.14," 01 000100000 010"
"73","bill",-0.52,1.24,0.12," 10 010000000 010"
"74","bind",-0.92,1.48,0.76," 10 001000001 001"
"75","blackmail",-2.95,0.86,0.73," 10 011100000 010"
"76","blame",-1.36,0.25,0.32," 10 111111111 010"
"77","bless",2.42,0.38,-1.15," 10 000000100 000"
"78","bluff",-0.86,0.72,0.28," 01 111100010 000"
"79","boss",-0.96,1.33,1.04," 10 110101011 000"
"80","bother",-1.83,0.17,0.77," 01 111111111 000"
"81","bribe",-1.83,0.79,0.45," 10 011100000 110"
"82","brief",0.64,0.36,0," 10 011101000 000"
"83","browbeat",-1.63,0.58,1.37," 10 111111111 000"
"84","bully",-2.22,1.07,1.96," 10 100100011 001"
"85","bury",-0.12,0.04,-0.62," 10 000100100 000"
"86","butter_up",-0.36,0.23,0.95," 01 111111111 000"
"87","cajole",-0.52,0.24,1.14," 10 111111111 000"
"88","call",0.85,0.15,-0.04," 10 111111111 010"
"89","calm",2.27,0.96,-0.92," 01 111111111 100"
"90","captivate",1.04,1.85,0.27," 01 110111111 000"
"91","capture",-2.15,2.25,1.95," 10 001100000 011"
"92","caress",2.56,0.8,-0.2," 10 000000011 001"
"93","catch",0.04,1.7,1.85," 10 001000001 001"
"94","caution",1.66,0.69,-0.55," 10 111111111 100"
"95","challenge",0.48,1.52,1," 10 111111111 100"
"96","charm",1.44,0.7,0.44," 01 111111111 000"
"97","chase",-0.66,1.24,1.97," 10 001000001 000"
"98","chatter_to",0.57,-0.13,0.65," 10 111111111 100"
"99","cheat",-2.64,0.88,1.04," 01 011100000 000"
"100","cheer",2.38,1.24,0.97," 10 111111111 110"
"101","chide",-0.83,0.58,0.25," 10 111111111 000"
"102","classify",-0.76,0.97,0.21," 01 011111100 000"
"103","coach",2.38,1.55,0.1," 10 011111111 010"
"104","coax",0.17,0.39,0.45," 01 111111111 100"
"105","coddle",1.19,-0.13,-1," 11 000001011 100"
"106","coerce",-1.41,1.71,1," 10 111111111 000"
"107","combat",-1.31,1.93,2.38," 10 001100000 000"
"108","comfort",2.81,1.19,-0.41," 11 111111111 100"
"109","command",-0.42,2.04,0.88," 10 011111111 000"
"110","commend",2.1,1.03,-0.76," 10 011111111 010"
