"","term","E","P","A","instcodes"
"393","ridicule",-2.04,-0.22,0.21," 10 111111111 000"
"394","rob",-3.13,-0.28,0.07," 10 111000000 000"
"395","rough_house_with",0.14,0.45,1.54," 10 100000011 001"
"396","rouse",0.15,0.84,1.38," 10 100101011 100"
"397","salute",0.06,0.4,-0.14," 10 000100000 000"
"398","save",2.85,2.66,1.61," 10 101101110 100"
"399","say_farewell_to",-0.3,0.27,-1.03," 10 111111111 000"
"400","scoff_at",-1.62,-0.9,-1," 10 111111111 000"
"401","scold",-1.25,1.19,1.3," 10 111111111 000"
"402","scowl_at",-1.65,0.05,0.12," 10 111111111 000"
"403","scratch",-0.92,-0.16,0.52," 10 101001011 101"
"404","scream_at",-1.79,0.45,2.03," 10 100001111 000"
"405","scrutinize",-1.11,-0.47,-0.48," 10 111111111 100"
"406","search",-0.25,0.73,0.22," 10 001000000 001"
"407","seduce",0.42,0.78,0.57," 01 000000001 000"
"408","seize",-0.81,0.66,1.07," 10 001000000 011"
"409","sell_something_to",1.6,1.47,1.55," 10 010000000 000"
"410","sentence",-0.4,1.58,0.63," 10 001000000 010"
"411","serenade",1.57,1.27,0.98," 10 000000011 000"
"412","serve",1,0.98,0.35," 10 110100010 100"
"413","sexually_arouse",2.72,2.83,2.08," 10 000000001 101"
"414","sexually_proposition",0.34,0.3,0.41," 10 000000001 000"
"415","shake_hands_with",1.81,1.51,0.46," 10 111100000 000"
"416","share_something_with",2.08,1.11,0.71," 10 100000011 000"
"417","shoot",-3.03,0.07,0.62," 10 001000000 101"
"418","short_change",-2.23,-0.63,-0.53," 10 010000000 000"
"419","shout_at",-1.08,0.85,1.89," 10 111111111 000"
"420","shove",-2.11,0.5,1.3," 10 101000000 001"
"421","show_something_to",1.39,0.61,0.37," 10 111111111 000"
"422","shush",-0.6,-0.15,-0.25," 10 111111111 000"
"423","silence",-1.08,0.89,0.18," 10 111111111 000"
"424","sing_to",1.67,1.33,1.42," 10 000000001 100"
"425","sit_next_to",0.9,0.14,-0.3," 10 111111111 000"
"426","slap",-2.03,0.52,1.38," 10 101000011 001"
"427","sleep_with",1.66,1.65,0.48," 10 000000001 001"
"428","slug",-1.14,1.14,1.55," 10 101000000 001"
"429","smile_at",2.51,2.02,0.42," 10 111111111 000"
"430","smirk_at",-0.21,0.82,0.44," 10 111111111 000"
"431","snarl_at",-1.89,0.07,0.58," 10 111111111 000"
"432","sneer_at",-1.42,-0.32,-0.23," 10 111110011 000"
"433","snuggle",2.52,1.37,-1.48," 10 000000011 001"
"434","sock",-1.37,0.58,1.2," 10 101000000 001"
"435","soothe",2.3,1.28,-0.61," 10 111111111 100"
"436","sound_out",-0.4,0.45,0.04," 10 111111111 000"
"437","spank",-0.67,0.86,1.07," 10 000000011 001"
"438","speak_to",1.69,1.04,0.86," 10 111111111 000"
"439","squeeze",1.32,1.3,0.39," 10 100001011 001"
"440","stab",-3.11,-0.09,1.11," 10 101000000 001"
"441","stammer_at",-0.95,-0.43,0," 10 111011011 000"
"442","stare_at",-0.61,0.16,-1.16," 10 101011011 000"
"443","stare_down",-0.81,1.26,-0.09," 10 101110010 000"
"444","steal_from",-2.89,-0.82,-1.57," 01 011100010 000"
"445","stop",0.17,1.12,0.47," 10 111111111 100"
"446","strangle",-2.4,0.24,0.04," 10 101000000 001"
"447","strip",-0.21,0.84,1.34," 10 001001001 101"
"448","stroke",0.48,0.8,-0.09," 10 000001011 101"
"449","study",1.17,0.59,-0.59," 01 111111111 000"
"450","subdue",-0.6,1.14,0.96," 10 001101010 001"
"451","submit_to",-1.49,-1.62,-1," 10 001101011 000"
"452","suck_up_to",-1.23,-1.36,-0.5," 01 111111111 000"
"453","sue",-0.57,0.87,0.9," 10 011000000 010"
