"shoot",-2.89,1.43,1.3," 10 001000000 101"
"shun",-1.26,-0.13,0.38," 01 100100111 010"
"shush",-0.23,0.6,-0.15," 10 111111111 000"
"signal",0.4,0.44,0.65," 10 011100000 010"
"silence",-0.8,1.11,-0.4," 10 111111111 000"
"sing_to",1.37,0.63,-0.12," 10 000000011 100"
"sit_next_to",1.2,0.24,-0.12," 10 111111111 000"
"slay",-3.43,0.44,1.34," 10 101000000 101"
"sleep_with",1.07,0.25,0.9," 10 000000001 001"
"slight",-1.62,0.68,0.41," 01 110100010 000"
"smile_at",2,1.44,0.24," 10 111111111 000"
"smother",-1.83,0.92,0.67," 10 101000000 001"
"snub",-1.93,0.41,0.56," 01 100100000 010"
"snuggle",2.04,1.13,-0.37," 10 000000011 001"
"sock",-2.02,2.35,2.39," 10 101000000 001"
"soft_soap",-0.07,0.21,0.43," 01 110101010 000"
"soothe",2,1.49,-1.02," 10 111111111 100"
"speak_to",1.61,0.64,0.53," 10 111111111 000"
"spoil",-0.48,0.46,0.34," 01 000000010 000"
"spoof",-0.33,0.18,1.14," 01 110110110 000"
"spook",-0.96,0.38,1.66," 01 111001100 000"
"spurn",-1.29,0.82,0.39," 01 100100101 010"
"stall",-0.98,0.67,0.29," 01 111111111 000"
"startle",-0.36,0.18,0.97," 01 111111111 000"
"steal_from",-3.39,0.5,1.06," 01 011100010 000"
"stop",0.3,1.41,0.25," 10 111111111 100"
"strangle",-2.79,1.23,0.4," 10 101000000 001"
"strip",-1.78,0.7,1.26," 10 001001001 101"
"stroke",0.82,0.28,-0.12," 10 000001011 101"
"study",0.27,-0.01,-0.38," 01 111111111 000"
"stun",-0.35,1.32,1.06," 01 111111111 000"
"stymie",-0.63,0.16,0.43," 01 001100010 010"
"subdue",-0.21,0.74,-0.2," 10 001101010 001"
"subjugate",-1.03,1.04,0.96," 10 000100000 010"
"submit_to",-0.13,-0.3,-0.05," 10 001101011 000"
"sue",-0.87,1.43,1.09," 10 011000000 010"
"summon",0.11,1.19,-0.05," 10 111111111 010"
"supervise",0.36,1.18,0.27," 10 111111110 010"
"support",1.62,1.93,0.17," 10 110101010 010"
"surprise",0.79,1.02,1.42," 10 111111111 000"
"suspect",-0.97,0.03,-0.3," 01 111111111 000"
"sweet_talk",0.1,0.04,0.12," 01 111111111 000"
"swindle",-2.52,1.01,1.38," 01 010000000 000"
"tackle",-0.46,1.81,2.11," 10 001010000 001"
"talk_to",1.62,0.33,-0.17," 10 111111111 100"
"tantalize",-1.16,0.78,1.19," 01 111111111 100"
"tap",0.55,-0.09,0.17," 10 110001011 001"
"taunt",-1.42,-0.06,1.32," 10 111100111 000"
"teach",1.31,1.67,0.22," 10 111111111 100"
"tease",-0.46,0.14,1.68," 10 111111111 000"
"tempt",-0.79,0.49,0.44," 01 111111111 100"
"terrorize",-2.78,1.84,1.24," 01 001100000 100"
"test",0.03,0.56,0.05," 10 000011100 100"
"thank",2.35,2.21,-0.44," 10 111111111 000"
"threaten",-1.78,0.36,1.79," 10 111111111 000"
"thrill",1.37,1.25,1.45," 01 100000011 000"
"tickle",0.38,0.78,1.53," 10 000000011 001"
"tip",1.18,0.69,-0.05," 10 010000000 000"
"titillate",0.34,0.75,1.63," 01 000000001 000"
"toast",1.27,0.49,0.54," 10 100100010 010"
"torment",-2.6,0.58,1.16," 10 111111111 100"
"torture",-2.92,0.57,0.46," 10 001000000 101"
"train",1.14,1.57,0.75," 10 111111111 000"
"trap",-1.04,0.36,0.9," 01 011100000 000"
"treat",1.51,0.99,0.52," 10 100000011 100"
"trick",-1.29,0.65,1.34," 01 111100010 000"
"trust",2.27,1.35,-0.06," 01 111111111 100"
"underestimate",-1.05,0.14,0.27," 01 111111000 100"
"undermine",-1.85,0.73,0.06," 01 011110100 010"
"understand",1.84,0.47,0.04," 01 111111111 000"
"undress",0.63,1.08,0.25," 10 000001011 101"
"unnerve",-0.82,0.56,1.07," 01 111111111 000"
"uplift",1.62,0.94,-0.02," 01 111111111 000"
"upset",-1.2,0.4,0.98," 01 111111111 000"
"upstage",-1.08,1.06,1.29," 01 111111111 010"
"urge",0.81,1.46,0.19," 10 111111111 000"
"use",-2.31,0.63,0.69," 01 111100100 010"
"value",1.86,0.83,-0.08," 01 111111111 100"
"vanquish",-1.45,1.52,0.82," 10 000100000 010"
"vex",-1.51,0.71,0.91," 01 111111111 000"
"victimize",-2.16,0.66,0.66," 10 011000001 000"
"visit",1.73,0.72,0.26," 10 111111111 010"
"waken",0.2,0.54,0.6," 10 100001010 001"
"warn",1.49,1.2,0.58," 10 111111111 010"
"watch",0.02,0.63,-0.66," 10 111111111 000"
"welcome",1.94,0.99,0.34," 10 111111111 010"
"wheedle",-0.72,0.46,0.71," 10 111111111 000"
"whip",-2.18,0.37,0.87," 10 001000011 001"
"work",0.06,1.01,0.32," 10 010010010 100"
"worship",-0.14,-0.53,-0.7," 01 100100111 000"
"wrong",-2.41,0.31,0.49," 01 111111111 000"
"zap",-1.16,0.95,1.54," 10 001010000 001"
