"notice",1.14,0.49,0.51," 01 111111111 010"
"nudge",0.11,-0.17,0.1," 10 111111111 001"
"nuzzle",0.74,0.12,0.1," 10 000000011 001"
"obey",1,0.48,-0.2," 10 111111111 000"
"oblige",0.92,0.98,0.02," 01 111111111 000"
"observe",0.55,0.21,-0.6," 10 111111111 100"
"obstruct",-1.09,1.13,0.77," 10 111111111 011"
"offend",-1.93,0.31,1.14," 01 111111111 000"
"ogle",-0.3,-0.07,0.68," 10 000000001 000"
"oppose",-0.17,0.68,0.6," 10 111111111 010"
"oppress",-2.26,1.21,0.3," 01 000100010 000"
"order",-0.33,0.7,0.19," 10 111111111 000"
"ostracize",-1.39,0.36,0.68," 01 100100110 010"
"outdo",-0.17,1.5,1.43," 01 110110010 010"
"outrage",-1.36,0.52,0.78," 01 111111111 000"
"outwit",-0.14,1.14,0.92," 01 111111111 000"
"overhear",-0.5,0.02,0.25," 01 011100010 010"
"overlook",-1.09,0.46,1.06," 01 011111110 010"
"overrate",-0.41,0.14,0.65," 01 111110000 000"
"overwhelm",0.16,1.57,0.93," 10 101101011 001"
"overwork",-1.4,0.93,0.5," 01 010110010 100"
"pacify",0.75,0.5,-0.21," 01 111111111 000"
"pamper",0.07,0.01,-0.8," 10 110001011 100"
"parody",-0.18,0.11,1.17," 10 111111111 010"
"pass",0.03,0.27,0.83," 10 100000000 010"
"patronize",0.16,0.62,-0.01," 01 111111111 000"
"pay",0.66,0.93,0.23," 10 010000000 000"
"pay_for",0.77,0.51,-0.04," 10 110000010 100"
"peek_at",-0.75,-0.14,0.16," 10 100000011 000"
"penalize",-0.4,0.99,0.3," 10 010110010 000"
"persecute",-2,1.17,0.88," 01 001100100 000"
"persuade",0.22,1.65,0.19," 01 111111111 100"
"pervert",-1.71,0.71,1.08," 01 000000001 001"
"pester",-1.42,-0.01,1.28," 10 110000011 010"
"pet",0.89,0.61,-0.17," 10 000000011 001"
"placate",0.32,0.39,-1.08," 01 111111111 000"
"play_with",1.2,0.51,1.22," 10 100000011 100"
"please",2.06,1.05,0.21," 01 111111111 100"
"plot_against",-2.26,0.56,0.68," 01 100100000 010"
"poison",-3.24,0.3,0.03," 01 101001010 100"
"pooh_pooh",-0.96,0.2,0.52," 10 111111111 000"
"praise",1.31,1.04,0.04," 10 111111111 000"
"pray_for",2.28,2.15,-0.5," 01 000000100 100"
"prod",-0.59,0.31,0.63," 10 101001011 101"
"prompt",0.04,0.57,0.21," 10 111111111 010"
"prosecute",-0.74,0.87,0.52," 10 001000000 010"
"protect",1.72,1.98,0.13," 10 101101010 010"
"provoke",-1.3,0.67,1.26," 01 111111111 000"
"psychoanalyze",0.01,0.79,-0.23," 10 000001000 100"
"punch",-1.85,0.73,1.44," 10 101000000 001"
"punish",-0.67,1.18,0.26," 10 111111111 100"
"pursue",-0.2,0.72,0.89," 10 001101001 000"
"push",-1.34,0.33,1.88," 10 101000010 001"
"quarrel_with",-1.06,0.04,1.33," 10 111111111 000"
"query",0.09,0.63,0.32," 10 111111111 000"
"question",0.22,0.42,0.53," 10 111111111 000"
"quiet",0.05,0.91,0.15," 10 111111111 000"
"quiz",0.14,0.67,0.39," 10 111111111 000"
"radicalize",-0.34,1.1,1.56," 01 000100100 000"
"rally",0.45,0.65,1.27," 01 100111111 100"
"rankle",-0.81,0.68,0.5," 01 111111111 000"
"rape",-3.53,1.11,1.56," 10 100000001 001"
"rattle",-0.97,0.51,0.84," 01 111111111 000"
"ravish",-1.14,1.53,1.14," 10 000000001 001"
"reassure",1.79,1.68,-0.48," 10 111111111 100"
"rebel_against",-0.41,0.83,1.37," 01 000100010 000"
"rebuff",-1.14,1.16,0.58," 10 100100101 010"
"rebuke",-0.33,0.94,0.45," 10 111111111 000"
"reform",1.3,0.75,0," 01 101000110 100"
"refuse",-0.47,0.79,0.06," 10 111111111 000"
"regard",0.99,0.48,-0.16," 01 100100000 000"
"rehabilitate",1.86,1.52,0.49," 01 001000110 000"
"reject",-2.17,0.86,0.95," 01 100100011 010"
"release",0.84,0.98,-0.51," 10 001001001 000"
"relieve",1.61,1.2,0.09," 01 111111111 100"
