"mean",-2,1.32,0.97," 10 010000000 000"
"mediocre",-0.23,-0.38,-0.39," 10 000100000 000"
"meek",0.49,-1.79,-1.14," 10 010000000 000"
"middle_aged",0.03,0.09,-0.85," 10 001000000 000"
"middle_class",0.9,0.49,-0.09," 10 001000000 000"
"mischievous",-0.84,0.07,1.99," 10 010000000 000"
"miserable",-1.3,-1,-1," 10 100000000 000"
"modern",1,1.1,1.72," 10 000100000 000"
"modest",0.92,-0.3,-0.02," 10 010000000 000"
"moody",-1.27,-0.38,0.67," 10 010000000 000"
"naive",-0.12,-1.06,-0.08," 10 010000000 000"
"narrow_minded",-1.74,-1.66,-0.87," 10 010000000 000"
"nasty",-1.75,-0.32,1.08," 10 010000000 000"
"neighborly",2.06,0.72,-0.22," 10 000100000 000"
"nervous",-0.93,-0.82,0.73," 10 100010000 000"
"nice",2.01,0.8,0.25," 10 010000000 000"
"noble",1.43,1.35,-0.77," 10 000100000 000"
"nonchalant",0.2,-0.31,0.13," 10 010000000 000"
"normal",0.63,0.15,0.24," 10 000100000 000"
"nosey",-1.52,-0.64,0.82," 10 010000000 000"
"obedient",0.78,-0.16,0," 10 010000000 000"
"obligated",-0.66,-1.19,-0.15," 10 001000000 000"
"obnoxious",-1.58,-0.13,1.63," 10 010000000 000"
"offensive",-0.74,0.7,1.07," 10 010000000 000"
"old",0.27,-0.02,-1.94," 10 001000000 000"
"old_fashioned",0.87,-0.14,-1.29," 10 000100000 000"
"open_minded",1.92,0.97,0.74," 10 010000000 000"
"opportunistic",0.81,1.23,1.36," 10 010000000 000"
"optimistic",2.2,1.19,1.01," 10 110000000 000"
"original",1.78,1.66,0.9," 10 000100000 000"
"ostentatious",-0.92,0.95,0.95," 10 010000000 000"
"outgoing",1.61,1.48,1.75," 10 010000000 000"
"outspoken",0.41,1.39,1.49," 10 010000000 000"
"overwhelmed",0.3,-0.8,0.77," 10 100000000 000"
"panicked",-0.76,-1.09,1.89," 10 100000000 000"
"passionate",1.52,1.19,1.26," 10 110000000 000"
"passive",-0.37,-1.22,-0.8," 10 010000000 000"
"patient",1.61,0.61,-1.16," 10 010000000 000"
"peaceful",1.82,0.37,-1.27," 10 110000000 000"
"pensive",0.63,0.41,-1.34," 10 010000000 000"
"perceptive",1.72,1.26,0.59," 10 010000000 000"
"permissive",0.08,0.44,1.39," 10 010000000 000"
"persecuted",-1.55,-1.02,-0.26," 10 001000000 000"
"persistent",0.41,1.51,1.03," 10 010000000 000"
"persuasive",0.55,1.72,0.4," 10 000100000 000"
"perverted",-2.01,-0.55,0.97," 10 011000000 000"
"pessimistic",-1.31,-1.02,-0.81," 10 110000000 000"
"petty",-1.38,-1.06,0.82," 10 010000000 000"
"pitiful",-1.18,-1.51,-1.16," 10 010000000 000"
"playful",1.55,0.53,2.36," 10 010000000 000"
"pleased",1.41,0.7,0.49," 10 100010000 000"
"poised",1.31,1.18,0.08," 10 010000000 000"
"polite",1.84,0.55,-0.9," 10 010000000 000"
"pompous",-1.19,0.57,0.73," 10 010000000 000"
"poor",-1.25,-1.7,-0.74," 10 001000000 000"
"popular",1.11,1.57,1.28," 10 001100000 000"
"possessive",-0.6,0.2,0.71," 10 010000000 000"
"powerful",0.06,1.98,0.96," 10 001100000 000"
"powerless",-1.31,-2.79,-1.06," 10 001100000 000"
"practical",1.18,0.73,-0.28," 10 010000000 000"
"prejudiced",-1.88,0.01,0.1," 10 010000000 000"
"preoccupied",-0.26,0.2,0," 10 010000000 000"
"promiscuous",-0.92,-0.37,2.03," 10 010000000 000"
"protestant",0.99,1.09,-0.13," 10 001000000 000"
"proud",1.19,1.14,0.33," 10 100010000 000"
"provocative",0.04,1.39,1.41," 10 010000000 000"
"quarrelsome",-1.35,-0.22,1.31," 10 010000000 000"
"quiet",0.67,-0.54,-1.36," 10 000100000 000"
"reasonable",1.53,1.1,-0.35," 10 010000000 000"
"rebellious",-0.33,0.05,1.81," 10 010000000 000"
"reckless",-1.09,-0.14,1.88," 10 010000000 000"
"regretful",-0.35,-0.81,-0.74," 10 100000000 000"
"rejected",-0.96,-1.38,-0.39," 10 000100000 000"
"relaxed",1.46,0.31,-0.46," 10 100100000 000"
"reliable",1.84,1.62,-0.31," 10 010000000 000"
"relieved",1.22,0.34,-0.2," 10 100000000 000"
"religious",1.37,1.13,-0.42," 10 000100000 000"
"remorseful",-0.21,-0.54,-0.96," 10 100000000 000"
"resentful",-1.17,-0.42,0.35," 10 100000000 000"
"resigned",-0.39,-1.13,-1.03," 10 010000000 000"
"respectful",1.95,1.01,0.03," 10 110000000 000"
"responsible",1.8,1.79,-0.1," 10 010000000 000"
"restless",-0.06,0.23,1.42," 10 010000000 000"
"reverent",1.59,0.48,-0.56," 10 110000000 000"
"rich",0.2,2.17,-0.34," 10 001000000 000"
"rigid",-0.82,0.27,-1.02," 10 010000000 000"
"romantic",2.03,1.08,0.46," 10 010000000 000"
"rude",-1.46,-0.49,1.02," 10 010000000 000"
"ruthless",-2.26,1.4,1.25," 10 010000000 000"
"sad",-1.34,-0.89,-1.01," 10 100000000 000"
"sadistic",-2.18,1.26,0.8," 10 010000000 000"
"sarcastic",-1.06,0.27,1.32," 10 010000000 000"
"satisfied",1.72,0.98,-0.07," 10 100000000 000"
"scared",-1.12,-1.18,-0.14," 10 100010000 000"
"scheming",-1.5,0.45,0.42," 10 010000000 000"
"scornful",-1.47,-0.32,0.24," 10 010000000 000"
"secretive",0.04,0.54,-0.7," 10 010000000 000"
"secure",1.28,1.37,-0.24," 10 010100000 000"
"self_assured",1.24,1.44,0.58," 10 010000000 000"
"self_centered",-1.8,-0.12,0.28," 10 010000000 000"
"self_conscious",-0.55,-0.23,0.61," 10 110000000 000"
"self_disciplined",1.75,1.59,0.22," 10 010000000 000"
"self_righteous",-0.6,0.61,0.18," 10 010000000 000"
"selfish",-1.91,-0.94,0.9," 10 010000000 000"
"sensuous",1.31,1.31,1.26," 10 010000000 000"
"sentimental",1.56,-0.19,-0.74," 10 110000000 000"
"serene",1.74,0.13,-0.84," 10 100000000 000"
"serious",0.82,0.9,-0.65," 10 010000000 000"
"sexy",1.4,1.18,2.09," 10 000100000 000"
"shallow",-1.65,-0.83,-0.04," 10 010000000 000"
"shocked",-0.52,-0.23,0.02," 10 100000000 000"
"showy",-1.15,0.28,1.47," 10 000100000 000"
"shrewd",-0.19,1.23,0.61," 10 010000000 000"
"shy",0.2,-1.16,-1.06," 10 010000000 000"
"silly",-0.08,-0.53,1.55," 10 000100000 000"
"sincere",2.14,1.09,-1.01," 10 010000000 000"
"single",0.35,0.33,1.04," 10 001000000 000"
"skeptical",-0.22,0.22,0.09," 10 010000000 000"
"sloppy",-1.29,-0.7,0.28," 10 010000000 000"
"sluggish",-0.44,-1.33,-1.91," 10 000100000 000"
"sly",-0.88,0.6,0.61," 10 010000000 000"
"smug",-1.18,0.38,-0.56," 10 110000000 000"
"snobbish",-1.53,-0.89,0.28," 10 010000000 000"
"snowed",0,-0.18,0.48," 10 000100000 000"
"sociable",1.06,1.27,0.88," 10 010100000 000"
"soft_spoken",1.52,-0.12,-1.54," 10 010000000 000"
"solemn",0.26,0.59,-1.53," 10 010000000 000"
"sophisticated",0.83,1.28,0.68," 10 010000000 000"
"sorry",-0.24,-0.23,-0.44," 10 100000000 000"
"spacey",-0.31,-0.99,1.12," 10 000100000 000"
"spiteful",-2.02,0.22,0.75," 10 110000000 000"
"spoiled",-1.01,0.28,1.13," 10 000100000 000"
"squeamish",-1,-1.51,0.5," 10 010000000 000"
"stable",1.58,1.35,-0.91," 10 000100000 000"
"stingy",-1.35,-0.64,-0.38," 10 010000000 000"
"stoned",-0.18,-0.72,1.03," 10 000100000 000"
"strange",-0.92,-0.09,0.07," 10 000100000 000"
"strict",-0.39,1.06,-0.31," 10 010000000 000"
"strong",1.26,1.49,1.13," 10 000100000 000"
